,reaction_name,reaction_string,WT-LN-G-R1 trans,WT-LN-G-R2 trans,WT-LN-G-R3 trans,EVOL33-LN-G-R1 trans,EVOL33-LN-G-R2 trans,EVOL33-LN-G-R3 trans,EVOL40-LN-G-R1 trans,EVOL40-LN-G-R2 trans,EVOL40-LN-G-R3 trans,WT-P-R1 trans,WT-P-R2 trans,WT-P-R3 trans,PVHG-P-R1 trans,PVHG-P-R2 trans,PVHG-P-R3 trans
MAN6PI,Mannose-6-phosphate isomerase,man6p_c <=> f6p_c,73.00599,68.84325,81.67093,77.52598,91.01956,79.03576,78.21763,70.37875,79.06795,108.30488000000001,94.58716,72.22757,108.37733,112.56998999999999,123.38761000000001
MAN6Pt6,MAN6P transport inout via proton symport,h_e + man6p_e <=> h_c + man6p_c,,,,,,,,,,,,,,,
MANAO,Mannonate oxidoreductase,mana_c + nad_c <=> fruur_c + h_c + nadh_c,158.57491000000002,169.27598,146.45043,176.85281,145.74884,164.12458999999998,151.07211,157.21928,145.18511999999998,222.49972000000002,329.57198,427.11142,121.31058,72.79731,67.30933
MANpts,D-mannose transport via PEP:Pyr PTS,man_e + pep_c --> man6p_c + pyr_c,2.56386,3.26788,3.13449,4.36017,3.67311,3.80479,3.73613,2.58949,3.61259,53.36125,77.00999,75.66114,28.32217,22.800279999999997,16.07731
MCA,Methyl cis aconitase,2mcit_c <=> micit_c,,,,,,,,,,,,,,,
MCITD,2-methylcitrate dehydratase,2mcit_c --> 2mcacn_c + h2o_c,11.1528,10.23935,15.324180000000002,12.86783,10.8724,10.89552,11.6302,8.2309,8.45209,67.33891,84.26057,108.28004999999999,31.59642,21.164389999999997,21.154359999999997
MCITL2,Methylisocitrate lyase,micit_c <=> pyr_c + succ_c,39.29119000000001,38.12522,31.693199999999997,49.45072999999999,43.48957,51.53753999999999,33.62514,45.31614,36.12588,40.52642,51.08365,66.83196,67.94047,49.38357,53.15514
MCOATA,Malonyl-CoA-ACP transacylase,ACP_c + malcoa_c <=> coa_c + malACP_c,968.69143,1101.27422,1007.5650499999998,1018.15323,1089.73704,1043.0299499999999,918.6052,1035.33522,1071.91608,5844.068020000001,4771.98254,4848.19903,5725.1718,5704.1598300000005,5349.43746
MCSNAH,5-Methylcytosine aminohydrolase,5mcsn_c + h2o_c + h_c <=> nh4_c + thym_c,3.97399,1.9607299999999999,2.6120799999999997,2.97768,3.01195,2.42123,3.73613,3.32935,4.703180000000001,21.09835,14.1716,13.61165,25.047929999999997,28.116940000000003,31.84693
MCTP1App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p_p --> ala__D_p + murein5px4p_p,226.70955999999998,239.64425,297.6026,208.22478,185.41838,173.80949999999999,223.98685,185.42628,225.54816,165.09461,158.30441,140.16318,95.60779,80.67005,87.07904
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),murein5p5p_p --> alaala_p + murein5px3p_p,226.70955999999998,239.64425,297.6026,208.22478,185.41838,173.80949999999999,223.98685,185.42628,225.54816,165.09461,158.30441,140.16318,95.60779,80.67005,87.07904
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,226.70955999999998,239.64425,297.6026,208.22478,185.41838,173.80949999999999,223.98685,185.42628,225.54816,165.09461,158.30441,140.16318,95.60779,80.67005,87.07904
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDCP3pp,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDCP4pp,"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDCP5pp,"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDEP1pp,"Murein D,D-endopeptidase (murein4px4p) (periplasm)",h2o_p + murein4px4p_p --> murein4p4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDEP3pp,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p --> murein5p4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDDEP4pp,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",h2o_p + murein4px4px4p_p --> murein4px4p4p_p,64.48115,58.60391,65.47606,70.18813,64.13243,56.20705,80.14595,61.68545,73.9558,124.74401,107.22075,86.57498000000001,127.53164,149.07089,142.23422
MDH,Malate dehydrogenase,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c,24.10031,27.232300000000006,14.27935,27.75621,29.75216,22.30988,36.15607,30.519039999999997,34.21734,177.40199,166.54371,167.14122,231.81617,180.66411000000002,235.6211
MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),mal__L_c + q8_c --> oaa_c + q8h2_c,374.45215,418.9417,271.65597,496.10244000000006,451.49817,451.73175999999995,426.88266,418.94315,461.93408,776.33149,707.59104,724.9735099999999,1965.52608,1282.54133,1729.6573399999997
MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),mal__L_c + mqn8_c --> mql8_c + oaa_c,374.45215,418.9417,271.65597,496.10244000000006,451.49817,451.73175999999995,426.88266,418.94315,461.93408,776.33149,707.59104,724.9735099999999,1965.52608,1282.54133,1729.6573399999997
MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,5mdru1p_c --> dkmpp_c + h2o_c,,,,,,,,,,,,,,,
ME1,Malic enzyme (NAD),mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,29.35623,22.87513,29.4294,39.773270000000004,30.92755,31.47595,24.10405,23.30545,20.92574,9.75799,22.19118,43.16486,115.74436999999999,56.13163,42.001020000000004
ME2,Malic enzyme (NADP),mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c,53.39244,44.00739,44.05703,64.55181,50.248090000000005,51.71049,48.62992,48.27557,42.942080000000004,24.70266,45.810509999999994,74.80274,120.98315,58.58547,45.539570000000005
MECDPDH2,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c,1958.53474,2149.8266900000003,1068.16523,1757.8935499999998,1056.38524,1806.92703,914.62803,1041.34655,1246.5472,838.39581,958.7248900000001,864.64618,260.13833999999997,237.81816999999998,240.5443
MECDPDH4,"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",2mecdp_c + fdxr_42_c + h_c --> fdxo_42_c + h2mb4p_c + h2o_c,166.97156,182.34748000000002,163.69013999999999,161.53904,184.24299,173.98245,181.26243,183.94656,184.65094,120.61225,118.4262,132.43765,193.83499,166.86123999999998,141.92651999999998
MECDPS,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",2p4c2me_c --> 2mecdp_c + cmp_c,8.140260000000001,6.53575,8.70692,7.12516,6.3912,6.5719,8.074860000000001,6.2887699999999995,8.99739,36.92212,25.37704,17.04522,39.78201,48.46338,46.69344
MEHLER,Mehler reaction,h_c + nadph_c + 0.5 o2_c --> h2o_c + nadp_c,16.408720000000002,16.992959999999997,12.36383,23.396040000000003,19.9817,22.13693,15.667630000000003,15.814409999999999,16.08624,8.0877,18.56589,15.45105,5.89363,3.57852,3.8462400000000003
MELIBt2pp,Melibiose transport in via symport (periplasm),h_p + melib_p --> h_c + melib_c,0.96145,0.43572,0.0,0.63807,1.1019299999999999,0.51883,0.72312,0.18495999999999999,1.02243,3.7801199999999997,9.228019999999999,15.94157,6.5484800000000005,3.78301,3.00007
MELIBt3ipp,Melibiose transport in via antiport (periplasm),h_p + melib_c --> h_c + melib_p,18.7162,17.864379999999997,16.54316,20.84374,17.777839999999998,24.03932,20.97052,19.51368,18.40375,19.076430000000002,15.81945,14.47004,49.2773,41.81755,47.23192
MEPCT,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c,91.33761,85.40049,101.87099,105.60123,76.4006,90.96895,71.04668000000001,69.82386,74.36477,306.98104,218.28651000000002,173.64048,336.1007,316.13662,362.62417999999997
METabc,L-methionine transport via ABC system,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,74.86479,94.7684,78.18816,81.03538,88.66878000000001,96.33024,54.65592,93.49924,54.325129999999994,1.7582,2.08729,4.4145900000000005,5.07507,3.37403,5.69245
METAT,Methionine adenosyltransferase,atp_c + h2o_c + met__L_c --> amet_c + pi_c + ppi_c,249.01517,227.00845,232.64896000000002,289.36651,295.68502,290.54722000000004,279.12485,283.73457,273.32974,464.07586,475.79208,387.01225,1064.45532,974.5841800000001,927.0224900000001
METGL,METGL,h2o_c + met__L_c --> 2obut_c + ch4s_c + nh4_c,6.66604,6.31789,5.572430000000001,6.80612,9.32969,8.47429,6.99017,5.82636,6.95253,43.51535,34.82477,28.204309999999996,98.3909,93.0415,83.07894
METOX1s,Methionine oxidation (spontaneous),h2o2_c + met__L_c --> h2o_c + metsox_S__L_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
METOX2s,Methionine oxidation 2 (spontaneous),h2o2_c + met__L_c --> h2o_c + metsox_R__L_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
METS,Methionine synthase,5mthf_c + hcys__L_c --> h_c + met__L_c + thf_c,257.21952999999996,247.05142999999998,229.34033,316.27196000000004,318.45828,322.19612,310.58063,312.68141,322.47456,475.67995999999994,386.03864,342.25322,1045.13731,1021.41166,1051.3332
METSabc,L methionine S oxide transport via ABC system,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c,74.6725,94.7684,78.18816,81.03538,88.37493,96.33024,54.59566,93.12931,54.256969999999995,1.7582,1.9774299999999998,4.29196,5.07507,3.2717899999999998,5.5386
METSOXR1,L-methionine-S-oxide reductase,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,99.0933,100.21485999999999,128.16588000000002,98.05068,97.99846,114.48944,106.66040000000001,115.04752,97.74434,460.47155000000004,530.83059,640.6058300000001,535.6656,489.95041,454.93411000000003
METSOXR2,L-methionine-R-sulfoxide reductase,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,67.87827,70.15039999999999,86.37266,67.42314,71.18478999999999,81.80288,74.54176000000001,76.85248000000001,74.56926,349.52938,362.08974,426.74355,350.34364000000005,327.79237,363.6242
METSRabc,L methionine R oxide transport via ABC system,atp_c + h2o_c + metox__R_e --> adp_c + h_c + metox__R_c + pi_c,74.6725,94.7684,78.18816,81.03538,88.37493,96.33024,54.59566,93.12931,54.256969999999995,1.7582,1.9774299999999998,4.29196,5.07507,3.2717899999999998,5.5386
METSR_R1,L methionine R oxide reductase  trdrd ,metox__R_c + trdrd_c --> h2o_c + met__L_c + trdox_c,,,,,,,,,,,,,,,
METSR_S1,L methionine S oxide reductase  trdrd ,metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c,,,,,,,,,,,,,,,
MG2tex,Magnesium (Mg+2) transport via diffusion (extracellular to periplasm),mg2_e <=> mg2_p,,,,,,,,,,,,,,,
MG2uabcpp,"Magnesium (Mg+2) ABC transporter (ubtake, periplasm)",atp_c + h2o_c + mg2_p --> adp_c + h_c + mg2_c + pi_c,1778.55158,1827.1784,2043.86294,1521.2744900000002,1289.40708,1350.17987,1398.57702,1346.72189,1592.33317,258.45483,262.55901,214.23017000000002,9.82272,10.01985,14.308029999999999
MGSA,Methylglyoxal synthase,dhap_c --> mthgxl_c + pi_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
MGt5,MGt5,mg2_c <-- mg2_e,83.9024,85.40048999999999,76.79506,93.15879000000001,82.86526,88.72067,82.31532,86.28564,94.06360000000001,84.83296,68.55096999999999,62.78526,58.93632,72.89955,86.38669999999999
MI1PP,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c --> inost_c + pi_c,62.75055000000001,73.85399,60.077760000000005,58.490109999999994,62.66319000000001,54.99643999999999,75.92775,66.0321,75.52353,183.99522,165.22541999999999,136.48436,269.96106000000003,304.37863,268.77575
MI1PS,Myo Inositol 1 phosphate synthase,g6p_c --> mi1p__D_c,245.87444,244.00141000000002,272.70081,306.5945,331.75492,324.79028999999997,199.76228,266.44045,206.46278999999998,554.44714,654.20038,934.2985699999999,2257.42455,1265.9779,1293.87754
MICITDr,2-methylisocitrate dehydratase,2mcacn_c + h2o_c <=> micit_c,384.13072999999997,420.24885,440.04785,336.05225,334.54648,386.70452,380.18107000000003,371.5924,458.73045999999994,136.61184,127.98378999999998,112.32675,55.00723000000001,64.82231999999999,60.15531
MLDCP1Bpp,"Murein L,D-carboxypeptidase (murein4p4p) (periplasm)",h2o_p + murein4p4p_p --> ala__D_p + murein4p3p_p,,,,,,,,,,,,,,,
MLDCP2Bpp,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",h2o_p + murein4p3p_p --> ala__D_p + murein3p3p_p,,,,,,,,,,,,,,,
MLDEP2pp,"Murein L,D-endopeptidase (murein5px3p) (periplasm)",h2o_p + murein5px3p_p --> murein5p3p_p,83.90241,81.69690000000001,90.72612000000001,79.54655,87.05261000000002,80.76522,91.53511999999999,79.53446000000001,94.13176,334.321,292.00077,362.2415,798.75078,790.6482899999999,729.6330899999999
MLTGY1pp,Murein lytic transglycosylase (murein4p4p) (periplasm),murein4p4p_p --> 2.0 anhgm4p_p,3.58941,2.39644,0.87069,2.02057,2.79156,3.28595,1.14494,3.4218300000000004,0.9542700000000001,2.7252,2.52672,1.8394099999999998,0.0,0.0,0.0
MLTGY2pp,Murein lytic transglycosylase (murein4p3p) (periplasm),murein4p3p_p --> anhgm3p_p + anhgm4p_p,3.58941,2.39644,0.87069,2.02057,2.79156,3.28595,1.14494,3.4218300000000004,0.9542700000000001,2.7252,2.52672,1.8394099999999998,0.0,0.0,0.0
MLTGY3pp,Murein lytic transglycosylase (murein3p3p) (periplasm),murein3p3p_p --> 2.0 anhgm3p_p,3.58941,2.39644,0.87069,2.02057,2.79156,3.28595,1.14494,3.4218300000000004,0.9542700000000001,2.7252,2.52672,1.8394099999999998,0.0,0.0,0.0
MLTGY4pp,Murein lytic transglycosylase (murein4px4p4p) (periplasm),murein4px4p4p_p --> anhgm4p_p + murein4px4p_p,3.58941,2.39644,0.87069,2.02057,2.79156,3.28595,1.14494,3.4218300000000004,0.9542700000000001,2.7252,2.52672,1.8394099999999998,0.0,0.0,0.0
MLTP1,Maltodextrin phosphorylase (maltopentaose),maltpt_c + pi_c <=> g1p_c + maltttr_c,,,,,,,,,,,,,,,
MME,Methylmalonyl-CoA epimerase,mmcoa__R_c <=> mmcoa__S_c,43.77796,35.72878,44.4053,46.26036,37.465680000000006,44.10092,42.423120000000004,44.85374,36.2622,288.87162,381.20492,470.5215400000001,1528.25137,1167.51749,998.87038
MMM2,Methylmalonyl-CoA mutase,succoa_c --> mmcoa__R_c,93.64508000000001,81.91476,84.10885999999999,107.19642,97.19037999999999,98.40558,109.01055,94.23909,98.63046,52.74588,70.74812000000001,91.35745000000001,377.19241000000005,210.11021,195.38936
MMSAD2,Methylmalonate-semialdehyde dehydrogenase (propanol),coa_c + nad_c + ppal_c <=> h_c + nadh_c + ppcoa_c,295.35699,995.83075,1280.09171,1231.4826,318.6052,3149.49733,462.73742000000004,1158.61364,2192.43168,102.15119,166.32398999999998,185.29008000000002,78.09062,40.2839,43.616440000000004
MMSAD3,MMSAD3,coa_c + msa_c + nad_c --> accoa_c + co2_c + nadh_c,303.68954,1004.32723,1290.19174,1241.47909,328.15528,3158.6634000000004,472.01748000000003,1168.2317600000001,2201.56539,104.26103,168.74084999999997,191.66671000000002,81.20115,42.022040000000004,46.385740000000006
MMTSAO,MMTSAO,coa_c + mmtsa_c + nad_c --> co2_c + nadh_c + ppcoa_c,8.33255,8.49648,10.10003,9.99649,9.55008,9.16607,9.28006,9.61812,9.13371,2.10984,2.41686,6.3766300000000005,3.11053,1.7381400000000002,2.7693
MN2t3pp,Manganese (Mn+2) transport out via proton antiport (periplasm),h_p + mn2_c --> h_c + mn2_p,372.84974,319.16256,335.04237,273.7337,246.61233,241.60385,396.63208,331.08532,283.14507000000003,34.109,23.72918,20.96929,23.083389999999998,32.411159999999995,29.231479999999998
MNabc,Manganese transport via ABC system,atp_c + h2o_c + mn2_e --> adp_c + h_c + mn2_c + pi_c,85.31253000000001,64.48608999999999,79.05885,71.35792000000001,51.20309,63.470740000000006,84.36416,84.80592999999999,79.40877,314.36546,249.81556,288.78765000000004,948.87466,1014.3568700000001,361.23953
MNabc_1,Manganese Mn2 transport via ABC system periplasm ,atp_c + h2o_c + mn2_p --> adp_c + h_c + mn2_c + pi_c,90.24797,60.12893,91.42268000000001,65.29622,51.129630000000006,37.35608,196.93005999999997,190.8827,34.967119999999994,293.35502,236.52283,227.59655,404.20489,513.5686499999999,88.38674999999999
MNLpts,Mannitol transport via PEP:Pyr PTS,mnl_e + pep_c --> mnl1p_c + pyr_c,2.56386,3.26788,3.13449,4.36017,3.67311,3.80479,3.73613,2.58949,3.61259,53.36125,77.00999,75.66114,28.32217,22.800279999999997,16.07731
MNNH,D-mannonate hydrolyase,mana_c --> 2ddglcn_c + h2o_c,,,,,,,,,,,,,,,
MNt2,Manganese transport in via proton symport,h_e + mn2_e --> h_c + mn2_c,78.26191,63.3968,101.69685,53.49186,36.14336,16.6027,175.1159,164.98777,3.7489100000000004,23.911469999999998,22.19118,25.13863,41.25542,41.61307,26.616029999999995
MNt2pp,Manganese (Mn+2) transport in via proton symport (periplasm),h_p + mn2_p --> h_c + mn2_c,101.33667,80.38976,125.03139999999999,70.61350999999999,49.80731,24.03933,256.82862,252.10575,5.04399,32.966179999999994,35.81349,37.646629999999995,91.35129,76.98929000000001,48.92425999999999
MOADSUx,"MoaD sulfuration (nadh, assumed)",iscssh_c + moadamp_c + nadh_c --> amp_c + iscs_c + moadcosh_c + nad_c,25.830920000000003,31.15375,26.12077,25.6293,27.32791,22.30988,30.91344,25.24757,36.46669,44.834,31.199479999999998,30.16635,101.17401,144.87891000000002,136.9264
MOAT2N,3-deoxy-D-manno-octulosonic acid transferase (glucosediaminyl),ckdo_c + kdolipid4n_c --> cmp_c + h_c + kdo2lipid4n_c,,,,,,,,,,,,,,,
MOATN,3-deoxy-D-manno-octulosonic acid transferase (glucosediaminyl),ckdo_c + lipidAn_c --> cmp_c + h_c + kdolipid4n_c,,,,,,,,,,,,,,,
MOBDabc,Molybdate transport via ABC system,atp_c + h2o_c + mobd_e --> adp_c + h_c + mobd_c + pi_c,218.377,240.29781999999997,294.29397,395.18042,229.42219000000003,401.05892000000006,286.4766,291.68802999999997,394.93079000000006,406.31913,301.22878000000003,224.2856,86.93106,97.13124,89.46372
MOCOS,Molybdenum cofactor synthase,2.0 h_c + mobd_c + mptamp_c --> amp_c + cu2_c + h2o_c + moco_c,83.96651,78.64688000000001,93.16407,90.3938,98.88001,90.62306,108.04638,91.00222,94.67705000000001,263.99315,192.03061000000002,145.43616,426.14229,573.0743200000001,477.62697000000003
MOHMT,3-methyl-2-oxobutanoate hydroxymethyltransferase,3mob_c + h2o_c + mlthf_c --> 2dhp_c + thf_c,148.96042,151.84731000000002,131.30039,201.525,162.13089,189.02864,183.00996999999998,174.23596,183.83299,73.22887,73.82412,106.68588999999999,153.0707,118.80684,125.46458
MOTH,MOTH,h2o_c + motre_c --> maltpt_c + tre_c,128.44952,115.46495,123.46416,137.39858,145.52845,129.18975,149.80665,126.33032,147.84344,429.26358,422.51128,432.26178,198.74635,167.78144,181.54287
MOTH1,Maltooligosyltrehalose trehalohydrolase (maltosyltrehalose),h2o_c + malttre_c --> malt_c + tre_c,,,,,,,,,,,,,,,
MOTS,MOTS,malthp_c --> motre_c,54.674369999999996,61.21821,55.02775,81.14173000000001,78.38408000000001,73.67447,69.29913,59.74333000000001,77.56839000000001,198.67616,164.12685,131.70189,177.13637,205.91823,199.46638000000002
MOTS1,Maltooligosyltrehalose synthase (maltotetraose),maltttr_c --> malttre_c,,,,,,,,,,,,,,,
MPL,Maltose phosphorylase,malt_c + pi_c --> g1p_B_c + glc__D_c,464.37964000000005,456.19549000000006,449.27719,490.46612999999996,518.05485,560.34108,540.7140099999999,540.83434,544.3419700000001,941.77774,910.38766,807.0112799999999,413.70018,430.34250999999995,360.16258
MPTAT,Molybdopterin adenylyltransferase,atp_c + h_c + mpt_c --> mptamp_c + ppi_c,31.27913,30.71803,31.6932,29.24505,32.24987,32.68656,31.275,29.224290000000003,34.62631,74.98706,69.42983000000001,60.700590000000005,233.617,201.82849,187.61993999999999
MPTG,Murein polymerizing transglycosylase,2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c,856.39425,807.38323,897.1612700000001,941.90341,984.4658299999999,967.6260200000002,1036.29321,993.44091,1037.97139,877.1640399999999,874.46432,839.99806,1808.52629,1622.6029199999998,1667.80969
MPTG2,Murein polymerizing transglycosylase 2 (three linked units),murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c,334.77637999999996,303.25889,391.11495,366.57345,387.87998,401.57777000000004,410.91373,353.92835,393.09042999999997,407.37404,401.0891,377.93781,786.63608,715.49938,707.86333
MPTS,Molybdopterin synthase,cpmp_c + cu2_c + 2.0 moadcosh_c --> 5.0 h_c + 2.0 moadcoo_c + mpt_c,3.84579,5.44646,3.65691,4.5728599999999995,3.7465699999999997,3.11301,3.9169099999999997,4.34665,5.52112,15.29631,15.7096,13.489020000000002,53.042680000000004,47.23646,44.231840000000005
MPTSS,Molybdopterin synthase sulfurylase,atp_c + h_c + moadcoo_c --> moadamp_c + ppi_c,169.47133,177.33674,199.21438,140.69529,126.94254,134.0322,170.35535,158.88396,178.789,110.76635,82.94228000000001,75.66114,18.49945,22.59579,25.00061
MSHAMID,MSHAMID,bmnmsh_c + h2o_c --> acysbmn_c + igam_c,113.64322,99.12557,98.91064,96.98723000000001,81.32256,93.90901,87.97977,95.81128000000001,96.92641,79.38255,114.47133000000001,161.74561,413.70018,214.30219,170.61952
MSHS,MSHS,accoa_c + cigam_c --> coa_c + msh_c,29.35623,23.52871,26.12077,31.584659999999996,32.10295,32.16773,28.74407,29.131809999999998,27.87827,120.34852,101.1786,76.76479,137.68178,144.87891000000002,139.31107
