,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
CBMD,Carbamate deaminase,cbm_c + 2.0 h_c --> co2_c + nh4_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
CD2t3pp,Cadmium (Cd+2) transport out via proton antiport (periplasm),cd2_c + h_p --> cd2_p + h_c,0.0,0.0,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,0.0,0.0,0.0,0.0,0.0,0.0
CHCOAL,6-carboxyhexanoate-CoA ligase,atp_c + coa_c + pime_c --> amp_c + pmcoa_c + ppi_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CD2t4pp,Cadmium (Cd+2) transport out via proton antiport (periplasm),cd2_c + h_p + k_p --> cd2_p + h_c + k_c,0.0,0.0,63.2941055836926,47.35140411231321,52.9531043939288,34.7103634265251,41.6093033126051,28.2013453308187,0.0,0.0,0.0,0.0,0.0,0.0
CD2tpp,Cadmium (+2) transport in via permease (no H+),cd2_p --> cd2_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CDAPPA160190,"CDP-Diacylglycerol pyrophostatase (C16:0, C19:0)",cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CDAPPA190,CDAPPA190,cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",cdigmp_c + h2o_c --> 5pg35pg_c + h_c,0.0,0.0,168.8776356945426,181.6693307069595,204.1952465797082,199.35689781415277,152.85782239101107,191.78040627165498,0.0,0.0,0.0,0.0,0.0,0.0
CDPPT160,CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c,0.0,0.0,146.19258015348498,129.982938894223,174.46074775192105,184.07624219489497,163.977550000414,94.8488360926735,0.0,0.0,0.0,0.0,0.0,0.0
CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,0.0,0.0,14.28318311844391,11.537736494972105,13.490652245940272,11.333996220906151,10.35108284377615,12.49640451784777,0.0,0.0,0.0,0.0,0.0,0.0
CHCD,MNXR22345,hipohcoa_c + nad_c --> h_c + hipocoa_c + nadh_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CMCBTFU,CMCBTFU,fcmcbtt_c --> cmcbtt_c + fe3_c + h_c,0.0,0.0,23.1518262312032,20.5411724881584,26.1553461911087,22.4655996521533,20.599679718801998,12.7215649596108,0.0,0.0,0.0,0.0,0.0,0.0
CMCBTFtpp,Carboxymycobactin secretion  to periplasm ,cmcbtt_c + h_p --> cmcbtt_p + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CUabcpp,Copper transport via ABC system (periplasm),atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.0,0.0,37.7150717637342,596.027462748934,719.4096799722839,978.063156027303,329.133688641456,625.326836886356,0.0,0.0,0.0,0.0,0.0,0.0
CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,0.0,0.0,34.167614518630565,36.547280920489676,42.85805849560615,39.163004799023945,34.74274340633777,27.807314557733356,0.0,0.0,0.0,0.0,0.0,0.0
CRNt2rpp,L-carnitine outward transport (H+ antiport),crn_p + h_p --> crn_c + h_c,0.0,0.0,476.05942687911596,573.218758232862,420.412775092873,321.9057319527,595.750936345255,478.85996951950995,0.0,0.0,0.0,0.0,0.0,0.0
CRNt8pp,L-carnitine/D-carnitine antiporter (periplasm),crn__D_c + crn_p --> crn__D_p + crn_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),crn_e <=> crn_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CRO4abcpp,Chromate transport via ABC system (periplasm),atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,0.0,0.0,6.908206214149338,7.469517268421249,3.7626989257384498,7.6909260070434495,8.813793312522261,8.55609678699488,0.0,0.0,0.0,0.0,0.0,0.0
CRO4t3pp,Chromate transport out via proton antiport (cytoplasm to periplasm),cro4_c + h_p --> cro4_p + h_c,0.0,0.0,9.28873673388999,9.47028082246265,10.553911620973699,12.3459601692013,11.0172416406528,8.499806676554119,0.0,0.0,0.0,0.0,0.0,0.0
CRTNIH,Creatinine iminohydrolase,crtn_c + h2o_c + h_c --> mthd_c + nh4_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CRTNtex,Creatinine transport via diffusion  extracellular to periplasm ,crtn_e <=> crtn_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CRTNtpp,Cretinine transport via proton symport  reversible  periplasm ,crtn_p + h_p --> crtn_c + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CSNt2,Cytosine transport in via proton symport,csn_e + h_e --> csn_c + h_c,0.0,0.0,9.335413802904522,11.204275902631862,10.18681904285286,9.0064791398272,10.0948679219005,10.58254076286209,0.0,0.0,0.0,0.0,0.0,0.0
CRNabc,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,0.0,71.9760404203938,68.3594214297481,66.71907607345968,73.67097543588989,64.61740329703827,85.6172579803895,0.0,0.0,0.0,0.0,0.0,0.0
CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CTBTt2rpp,Cronobetaine outward transport (H+ antiport),ctbt_p + h_p <=> ctbt_c + h_c,0.0,0.0,476.05942687911596,573.218758232862,420.412775092873,321.9057319527,595.750936345255,478.85996951950995,0.0,0.0,0.0,0.0,0.0,0.0
CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,tdecoa_c <=> td2coa_c,0.0,0.0,144.60555980699093,160.46123703412064,131.05205038913405,162.72380288586695,166.64218518792072,186.93945677374984,9.335345696991165,13.842269883830763,9.34472949639894,9.75224437552827,12.04310124934994,15.452233595606936
CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdcoa_c <=> hdd2coa_c,0.0,0.0,144.60555980699093,160.46123703412064,131.05205038913405,162.72380288586695,166.64218518792072,186.93945677374984,81.26457189054727,134.48142910313845,81.1018300479991,105.10568551821092,102.34951882082976,152.17993110330696
CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,odecoa_c <=> od2coa_c,0.0,0.0,144.60555980699093,160.46123703412064,131.05205038913405,162.72380288586695,166.64218518792072,186.93945677374984,83.45625721378785,135.76986136915062,84.37864852606435,107.27209728400413,105.42528586075422,158.88158636613622
CTI1,Cis trans enoyl CoA isomerase  cis tetradec 2 enoyl CoA ,tde_2Z_coa_c <=> td2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,0.0,0.0,735.8639930139481,636.576270777507,653.241242766006,609.303493268535,774.0252789863298,575.059768262761,0.0,0.0,0.0,0.0,0.0,0.0
CU2t4pp,Copper  Cu2  transport out via proton antiport  periplasm ,cu2_c + h_p + k_p --> cu2_p + h_c + k_c,0.0,0.0,63.2941055836926,47.35140411231321,52.9531043939288,34.7103634265251,41.6093033126051,28.2013453308187,0.0,0.0,0.0,0.0,0.0,0.0
CRNabcpp,L-carnitine transport via ABC system (periplasm),atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,0.0,19.8844314001866,19.407406474201572,17.2533511716787,21.251242914199,18.65244631254711,28.7079563247854,0.0,0.0,0.0,0.0,0.0,0.0
CRNDt2rpp,D-carnitine outward transport (H+ antiport),crn__D_p + h_p --> crn__D_c + h_c,0.0,0.0,476.05942687911596,573.218758232862,420.412775092873,321.9057319527,595.750936345255,478.85996951950995,0.0,0.0,0.0,0.0,0.0,0.0
CMCMSAD,4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,0.0,0.0,0.4667706901452261,0.533536947744375,0.183546289060412,0.202392789659038,0.717401781251812,0.67548132528907,0.0,0.0,0.0,0.0,0.0,0.0
COBALT2abcpp,Cobalt (Co+2) ABC transporter (periplasm),atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c,0.0,0.0,111.324809599636,92.43527619671292,119.21331474473699,117.387818002242,94.79952109398953,82.971622789674,0.0,0.0,0.0,0.0,0.0,0.0
CMHMI,5 carboxymethyl 2 hydroxymuconate delta isomerase,5cmhm_c --> 5cohe_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CMt2ex,Chloramphenicol extrusion,cm_c + h_p --> cm_e + h_c,0.0,0.0,355.86597416672004,396.484644292538,252.743240036187,285.981011788221,376.430963219701,234.89863086927397,0.0,0.0,0.0,0.0,0.0,0.0
CMt2ppi,Chloramphenicol transport via diffusion  periplasm to cytosol ,cm_p --> cm_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CMtex,Chloramphenicol transport via diffusion (extracellular to periplasm),cm_e <=> cm_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CMtexabc,Chloramphenicol extrusion via ABC system,atp_c + cm_c + h2o_c --> adp_c + cm_e + h_c + pi_c,0.0,0.0,8.6819348367012,8.536591163909991,8.901995019429972,10.52442506227,8.45509242189636,8.72496711831715,0.0,0.0,0.0,0.0,0.0,0.0
CMtpp,Chloramphenicol transport via TolC system,cm_p + h_p --> cm_e + h_c,0.0,0.0,355.86597416672004,396.484644292538,252.743240036187,285.981011788221,376.430963219701,234.89863086927397,0.0,0.0,0.0,0.0,0.0,0.0
CO2tex,CO2 transport via diffusion (extracellular to periplasm),co2_e <=> co2_p,0.0,0.0,inf,inf,inf,inf,inf,inf,-157.24057657949334,-255.64903292502686,-159.51296197904892,-249.58385470144387,-201.72655547730977,-264.5292756107272
CO2tpp,CO2 transporter via diffusion (periplasm),co2_p <=> co2_c,0.0,0.0,inf,inf,inf,inf,inf,inf,-157.24057657949334,-255.64903292502686,-159.51296197904892,-249.58385470144387,-201.72655547730977,-264.5292756107272
COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),cobalt2_c + h_p --> cobalt2_p + h_c,0.0,0.0,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,0.0,0.0,0.0,0.0,0.0,0.0
CRNDH,Carnitine 3 dehydrogenase,crn_c + nad_c --> dhcrn_c + h_c + nadh_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
COBALT2tpp,Cobalt transport in via permease (no H+),cobalt2_p --> cobalt2_c,0.0,0.0,29.033136927033,22.2084754498596,30.0098182613773,45.437181278454105,25.416520250064202,33.042294828723605,0.0,0.0,0.0,0.0,0.0,0.0
COBALTt4pp,Cobalt transport out via proton antiporter (periplasm),cobalt2_c + h_p + k_p --> cobalt2_p + h_c + k_c,0.0,0.0,63.2941055836926,47.35140411231321,52.9531043939288,34.7103634265251,41.6093033126051,28.2013453308187,0.0,0.0,0.0,0.0,0.0,0.0
COabc,Cobalt transport via ABC system,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,0.0,0.0,1250.2452935539861,1507.5086458517314,1025.473116980521,1100.1060081917076,1686.6628307073831,1435.228945907952,0.0,0.0,0.0,0.0,0.0,0.0
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,0.0,0.0,94.241002340321,86.63306188999279,125.453888572791,108.482535257245,99.00144581275008,86.4616096370009,0.0,0.0,0.0,0.4417684112146852,0.0,0.0
CPPPGO2,Oxygen Independent coproporphyrinogen-III oxidase,2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c,0.0,0.0,94.241002340321,86.63306188999279,125.453888572791,108.482535257245,99.00144581275008,86.4616096370009,0.0,0.0,0.0,0.0,0.0,0.0
CREAT,Creatinase,creat_c + h2o_c --> sarcs_c + urea_c,0.0,0.0,19.8844314001866,14.8056502999064,16.3356197263766,23.376367205618898,17.8838015469202,22.459754065861606,0.0,0.0,0.0,0.0,0.0,0.0
CREATtex,Creatine transport via diffusion  extracellular to periplasm ,creat_e <=> creat_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
CREATtpp,Creatine transport via proton symport  reversible  periplasm ,creat_p + h_p --> creat_c + h_c,0.0,0.0,1.1669267253630602,2.06745567250945,0.642412011711441,1.61914231727231,0.9736167031274592,0.844351656611337,0.0,0.0,0.0,0.0,0.0,0.0
ALLTN,Allantoinase,alltn_c + h2o_c --> alltt_c + h_c,0.0,0.0,55.31232678220924,59.22260119962558,54.421474706412106,59.604676554586774,67.43576743767032,60.849609386457026,0.0,0.0,0.0,0.0,0.0,0.0
ALLTAMH,Allantoate amidohydrolase,alltt_c + 2.0 h2o_c + 2.0 h_c --> co2_c + 2.0 nh4_c + urdglyc_c,0.0,0.0,235.39245904023764,202.61065590592668,190.1539554665866,240.1390449304491,249.24587600062972,229.15703960431674,0.0,0.0,0.0,0.0,0.0,0.0
ALLTAHr,Allantoate amidinohydrolase  reversible,alltt_c + h2o_c <=> urdglyc_c + urea_c,0.0,0.0,3.40742603806015,3.06783744953015,3.57915263667803,1.41674952761327,3.1258220468829,2.81450552203779,0.0,0.0,0.0,0.0,0.0,0.0
AACT,,accoa_c + akg_c + h2o_c + 2.0 h_c <=> coa_c + hcit_c,0.0,0.0,7.60836224936718,6.9359803206768715,6.148800683523801,15.4830484089164,10.0436249375254,13.678496837103696,0.0,0.0,0.0,0.0,0.0,0.0
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c,0.0,0.0,10.5490175972821,7.80297786076148,13.031786523289199,11.8399781950537,8.66006435939687,8.61238689743564,0.0,0.0,0.0,0.0,0.0,0.0
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,acac_c + atp_c + coa_c --> aacoa_c + amp_c + ppi_c,0.0,0.0,36.734853314429294,31.9455247461944,41.2061418940624,45.538377673283605,34.2815565469616,40.97920040087021,0.0,0.0,0.0,0.0,0.0,0.0
AADa,,aad_c + coa_c <=> accoa_c + amp_c,0.9267308847528449,0.0,10.362309321224,8.73666751931413,10.73745791003409,6.8813548484073115,9.274980171898429,8.89383744963942,-10.362309321224,-8.73666751931413,-10.73745791003409,-6.881354848407312,-9.274980171898429,-8.89383744963942
AADb,,ac_c + atp_c <=> aad_c + ppi_c,0.9267308847528449,0.0,10.362309321224,8.73666751931413,10.73745791003409,6.8813548484073115,9.274980171898429,8.89383744963942,-10.362309321224,-8.73666751931413,-10.73745791003409,-6.881354848407312,-9.274980171898429,-8.89383744963942
AALDCDLsi,Aminoacetaldehyde CO2 ligase  spontaneous reaction ,2amsa_c + h_c --> aacald_c + co2_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
AALDH,Aryl alcohol dehydrogenase,nadh_c + pacald_c <=> nad_c + pea_c,0.0,0.0,0.18670827605809,0.20007635540414,0.367092578120824,0.5059819741475959,0.153728953125388,0.619191214848314,0.0,0.0,0.0,0.0,0.0,0.0
AASAD3,L-aminoadipate-semialdehyde dehydrogenase (NADH),L2aadp6sa_c + h2o_c + nad_c --> L2aadp_c + 2.0 h_c + nadh_c,0.0,0.0,70.3890200739,68.89295837749239,61.4880068352379,81.0583122584448,107.66151017214699,93.10384266901009,0.0,0.0,0.0,0.0,0.0,0.0
AATA,2 aminoadipate transaminase,2oxoadp_c + glu__L_c <=> L2aadp_c + akg_c,0.0,0.0,24.458784163609796,29.27784000747259,20.648957519296314,21.95961767800563,29.05477214069836,23.360395832913646,0.0,0.0,0.0,0.0,0.0,0.0
ABG4t2,,abg4_e + h_e --> abg4_c + h_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,0.0,0.0,20.16449381427373,24.00916264849689,23.585698144262878,36.02591655930879,32.48805209383208,24.42990793128798,0.9957774723098135,1.5783801370771071,1.1624598307159402,0.9107675534656735,0.9223737187523301,1.1258022088151167
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,0.0,0.0,19.27762950299785,20.47448036969036,19.547679784933877,26.007473471186398,23.3155578906839,20.99621119440196,0.0,0.0,0.0,0.0,0.0,0.0
AACLAM,Acetyl adenylate CoA ligase AMP-forming ,acadl_c + coa_c <=> accoa_c + amp_c,0.0,0.0,3.3140719000311,3.60137439727453,4.03801835932906,3.7442666086922096,4.45813964063626,4.10917806217517,0.0,0.0,0.0,0.0,0.0,0.0
ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,0.0,0.0,141.94496687316305,164.26268778679912,151.9763273420212,74.17695741003753,131.2332829847065,68.16732374375528,0.0,0.0,0.0,0.0,0.0,0.0
4POPCOAM3,4 (Phosphooxy pentanoyl CoA mutase,2ptcoa_c + h2o_c --> 3hptcoa_c,0.0,0.0,43.9231219426657,39.6151183700198,47.3549425775862,49.1814478871463,48.3733772501222,36.5885717864913,0.0,0.0,0.0,0.0,0.0,0.0
4OXPTCOADHx,4 Oxopentanoyl CoA 4 dehydrogenase (NAD),4oxptcoa_c + h_c + nadh_c --> 4hptcoa_c + nad_c,0.0,0.0,1.82040569156638,2.73437685718992,1.74368974607391,0.5059819741475959,2.2546913125057,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
4OXPTCOADHy,4 Oxopentanoyl CoA 4 dehydrogenase (NADP),4oxptcoa_c + h_c + nadph_c --> 4hptcoa_c + nadp_c,0.0,0.0,1.82040569156638,2.73437685718992,1.74368974607391,0.5059819741475959,2.2546913125057,1.46354287145965,0.0,0.0,0.0,0.0,0.0,0.0
4OXPTNtex,4 Oxopentanoate transport via diffusion,4oxptn_e <=> 4oxptn_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
4OXPTNtpp,4 Oxopentanoate transport via Na symport,4oxptn_p + na1_p --> 4oxptn_c + na1_c,0.0,0.0,7.09491449020743,8.80335963778218,9.2690875975508,9.71485390363384,8.60882137502175,10.2448001002176,0.0,0.0,0.0,0.0,0.0,0.0
4PCPpp,"Tetrapeptide L,D-carboxypeptidase (periplasm)",LalaDgluMdapDala_p + h2o_p --> LalaDgluMdap_p + ala__D_p,0.0,0.0,2220.84826664197,2132.6138722527303,1495.16807068611,1767.0914465130602,2530.53229739702,1578.2621165379098,0.0,0.0,0.0,0.0,0.0,0.0
4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,0.0,0.0,17.08380725931525,14.338805470630074,17.71221689432973,12.447156564030863,12.55453117190672,13.11559573269609,0.0,0.0,0.0,0.0,0.0,0.0
4POPCOAM,4 (Phosphooxy pentanoyl CoA mutase,4poptcoa_c --> 3ptcoa_c + pi_c,0.0,0.0,43.9231219426657,39.6151183700198,47.3549425775862,49.1814478871463,48.3733772501222,36.5885717864913,0.0,0.0,0.0,0.0,0.0,0.0
4POPCOAM2,4 (Phosphooxy pentanoyl CoA mutase,3ptcoa_c <=> 2ptcoa_c,0.0,0.0,43.9231219426657,39.6151183700198,47.3549425775862,49.1814478871463,48.3733772501222,36.5885717864913,0.0,0.0,0.0,0.0,0.0,0.0
4hoxpactex,4 hydroxyphenylacetate transport via diffusion extracellular to periplasm ,4hoxpac_e <=> 4hoxpac_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
AABTN,4 acetamidobutyrate deacetylase,4aabutn_c + h2o_c --> 4abut_c + ac_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5DGLCNR,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c --> glcn_c + nadp_c,0.0,0.0,7.561685180352661,7.136056676081,7.15830527335606,5.666998110453069,6.55910200001657,8.89383744963942,0.0,0.0,0.0,0.0,0.0,0.0
5DH4DGLCD,5 dehydro 4 deoxyglucarate dehydratase   decarboxylating ,5dh4dglc_c + h_c --> 25dop_c + co2_c + h2o_c,0.0,0.0,3.68748845214728,2.8010689756579703,2.11078232419474,1.92273150176086,3.02333607813264,4.3343385039382,0.0,0.0,0.0,0.0,0.0,0.0
5DKGR,5-keto-D-gluconate 5-reductase,glcn_c + nad_c <=> 5dglcn_c + h_c + nadh_c,0.0,0.0,4.854415177510351,4.068219226550852,4.03801835932906,2.732302660397013,4.04819576563523,3.3211165160046003,0.0,0.0,0.0,0.0,0.0,0.0
5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c --> 5drib_c + ade_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
6HNACMO,6 hydroxynicotinic acid monooxygenase,6hnac_c + 2.0 h_c + nadh_c + o2_c --> co2_c + dhpyr_c + h2o_c + nad_c,0.0,0.0,1.54034327747924,0.666921184680468,1.00950458983226,0.910767553465672,1.17858864062798,0.956931877492848,0.0,0.0,0.0,0.0,0.0,0.0
A24T,,a24op_c + coa_c --> accoa_c + ala__D_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
A4HBCT,,accoa_c + h4but_c --> 4hbutcoa_c + ac_c + h_c,0.0,0.0,14.9366620846472,11.737812850376198,15.8767540037256,15.786637593405,16.244026046916,9.90705943757302,0.0,0.0,0.0,0.0,0.0,0.0
AAAN,,acald_c + accoa_c + h_c + nadh_c <=> actn__S_c + coa_c + nad_c,0.0,0.0,9.5221220789626,7.66959362382538,9.91149960926224,6.37537287425971,6.81531692189222,5.178690160549531,0.0,0.0,0.0,0.0,0.0,0.0
ABTt,L arabinitol transport via passive diffusion,abt_e <=> abt_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ABUTt2pp,4-aminobutyrate transport in via proton symport (periplasm),4abut_p + h_p --> 4abut_c + h_c,0.0,0.0,215.83476712315183,299.71438039540277,197.40403388447274,163.53337404450323,293.36608554761585,186.82687655286858,0.0,0.0,0.0,0.0,0.0,0.0
4HPTNtex,4 Hydroxypentanoate transport via diffusion,4hptn_e <=> 4hptn_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD20,Acyl CoA dehydrogenase  2 methylbutnoyl CoA ,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c,0.0,0.0,2.1004681056535177,2.000763554041402,1.9272360351343192,1.821535106931344,1.7935044531295343,2.81450552203779,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD10f,Acyl CoA dehydrogenase  heptanoyl CoA ,fad_c + 2.0 h_c + hptcoa_c <=> fadh2_c + hp2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD14f,Acyl CoA dehydrogenase  Phenyloctanoyl CoA ,fad_c + 2.0 h_c + poctacoa_c <=> fadh2_c + pocta2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD15f,Acyl CoA dehydrogenase  Phenylheptanoyl CoA ,fad_c + 2.0 h_c + phpcoa_c <=> fadh2_c + php2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD16f,Acyl CoA dehydrogenase  Phenylhexanoyl CoA ,fad_c + 2.0 h_c + phxacoa_c <=> fadh2_c + phxa2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
ACOAD17f,Acyl CoA dehydrogenase  Phenylpentanoyl CoA ,fad_c + 2.0 h_c + pptcoa_c <=> fadh2_c + ppt2coa_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
