name,genes,reaction_id,reaction
Aldehyde dehydrogenase  indole 3 acetaldehyde  NADP ,WP_005241094_1 or WP_005241278_1 or WP_025431636_1 or WP_025433525_1,ALDD20y,h2o_c + id3acald_c + nadp_c --> 2.0 h_c + ind3ac_c + nadph_c
N4 AcetylaminobutanalNAD oxidoreductase,WP_005241094_1 or WP_005241278_1 or WP_005250821_1 or WP_025431636_1 or WP_025433525_1,NABTNO,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c
4-Aminobutyraldehyde:NAD+ oxidoreductase,WP_005241094_1 or WP_005241278_1 or WP_005242840_1 or WP_025431636_1 or WP_025433525_1,4ABUTD,4abutn_c + h2o_c + nadp_c <=> 4abut_c + 2.0 h_c + nadph_c
GTP diphosphokinase,WP_005241006_1,GTPDPK,atp_c + gtp_c --> amp_c + gdptp_c + h_c
GTP diphosphohydrolase,WP_005241006_1,GTPH1,gtp_c + 2.0 h2o_c --> gmp_c + 2.0 h_c + 2.0 pi_c
,WP_005240983_1 and WP_011598631_1,PDBL_4,dhap_c + gln__L_c + r5p_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c
Pyridoxal-5-phosphate synthase,WP_005240983_1 and WP_011598631_1,PLPS,g3p_c + gln__L_c + r5p_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c
,WP_005240983_1 and WP_011598631_1,PDBL_3,dhap_c + gln__L_c + ru5p__D_c --> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c
Pyridoxal 5-phosphate synthase,WP_005240983_1 and WP_011598631_1,PYDXS,g3p_c + gln__L_c + ru5p__D_c <=> glu__L_c + 3.0 h2o_c + h_c + pi_c + pydx5p_c
Fatty-acid-CoA thioesterase (hexadecanoate),WP_005240981_1 or WP_005247475_1 or WP_005250641_1 or WP_005251384_1,FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
Fatty-acid-CoA thioesterase (tetradecanoate),WP_005240981_1 or WP_005247475_1 or WP_005250641_1 or WP_005251384_1,FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
Fatty-acid-CoA thioesterase (octadecanoate),WP_005240981_1 or WP_005247475_1 or WP_005250641_1,FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
Formyl coa hydrolase,WP_005240981_1 or WP_005247475_1,FCOAH2,forcoa_c + h2o_c --> coa_c + for_c + h_c
Ap4A hydrolase,WP_005240964_1,AP4AH,ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c
Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),WP_005240942_1 or WP_005241759_1,DHPPDA2,25drapp_c + h2o_c + h_c --> 5apru_c + nh4_c
5-amino-6-(5-phosphoribosylamino)uracil reductase,WP_005240942_1 or WP_005241759_1,APRAUR,5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c
L-methionine-R-sulfoxide reductase,WP_005240925_1 or WP_005247443_1 or WP_005248348_1 or WP_005249122_1 or WP_037181766_1 or ( WP_005247443_1 and WP_037181766_1 ) or ( WP_005248348_1 and WP_037181766_1 ),METSOXR2,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
"2,3-dehydroadipyl-CoA hydratase",WP_005240908_1 or WP_005250863_1 or WP_005251515_1,DHACOAH,23dhacoa_c + h2o_c <=> 3hadpcoa_c
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD5,3oddcoa_c + h_c + nadh_c <=> 3hddcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD2,3ohcoa_c + h_c + nadh_c <=> 3hhcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD3,3oocoa_c + h_c + nadh_c <=> 3hocoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD4,3odcoa_c + h_c + nadh_c <=> 3hdcoa_c + nad_c
"3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA), peroxisomal",WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD8,3ohodcoa_c + h_c + nadh_c <=> 3hodcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD7,3ohdcoa_c + h_c + nadh_c <=> 3hhdcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD6,3otdcoa_c + h_c + nadh_c <=> 3htdcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),WP_005240908_1 or WP_005250769_1 or WP_005251685_1,HACD1,aacoa_c + h_c + nadh_c <=> 3hbcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),WP_005240908_1 or WP_005248903_1 or WP_005251685_1,HACD1i,3hbcoa_c + nad_c --> aacoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-hydroxyacyl-CoA dehydrogenase (3-oxovaleryl-CoA)),WP_005240908_1 or WP_005248903_1 or WP_005250769_1 or WP_005251685_1,HVCD,3optcoa_c + h_c + nadh_c <=> 3hptcoa_c + nad_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD3i,3hocoa_c + nad_c --> 3oocoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z  octadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD24i,3hodecoa_c + nad_c --> 3oodecoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z 8Z  tetradec dienyl CoA ,WP_005240908_1 or WP_005248903_1,HACD31i,3hhd58coa_c + nad_c --> 3ohd58coa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z 10Z  hexadec dienyl CoA ,WP_005240908_1 or WP_005248903_1,HACD30i,3hhd710coa_c + nad_c --> 3ohd710coa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD5i,3hddcoa_c + nad_c --> 3oddcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD2i,3hhcoa_c + nad_c --> 3ohcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z 12Z  octadec dienyl CoA ,WP_005240908_1 or WP_005248903_1,HACD29i,3hlnlccoa_c + nad_c --> 3olnlccoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  4Z  hexadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD28i,3hhdd4coa_c + nad_c --> 3ohdd4coa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD6i,3htdcoa_c + nad_c --> 3otdcoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD7i,3hhdcoa_c + nad_c --> 3ohdcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  6Z  octadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD27i,3hptslacoa_c + nad_c --> 3optslacoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  tetradecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD26i,3hdd5coa_c + nad_c --> 3odd5coa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA),WP_005240908_1 or WP_005248903_1,HACD4i,3hdcoa_c + nad_c --> 3odcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  6Z  dodedecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD32i,3hdd6coa_c + nad_c --> 3odd6coa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  4Z  decenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD33i,3hdec4coa_c + nad_c --> 3odec4coa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  hexadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD25i,3hhdd7coa_c + nad_c --> 3ohdd7coa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  5Z  dodedecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD23i,3hddccoa_c + nad_c --> 3oddccoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase   3 oxoheptaryl CoA ,WP_005240908_1 or WP_005248903_1,HACD10i,3hhpcoa_c + nad_c --> 3ohpcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  7Z  tetradecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD22i,3htdccoa_c + nad_c --> 3otdccoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  9Z  hexadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD21i,3hhdccoa_c + nad_c --> 3ohdccoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo  11Z  octadecenyl CoA ,WP_005240908_1 or WP_005248903_1,HACD20i,3hvacccoa_c + nad_c --> 3ovacccoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxononaryl CoA ,WP_005240908_1 or WP_005248903_1,HACD11i,3hnonacoa_c + nad_c --> 3ononacoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxo 6acetylthiohexanoyl CoA ,WP_005240908_1 or WP_005248903_1,HACD19i,3h6athcoa_c + nad_c --> 3o6athcoa_c + h_c + nadh_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240908_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,CTECOAI8,odecoa_c <=> od2coa_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240908_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,CTECOAI6,tdecoa_c <=> td2coa_c
3-cis-2-trans-enoyl-CoA isomerase,WP_005240908_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,CTECOAI7,hdcoa_c <=> hdd2coa_c
,WP_005240908_1 or WP_005245231_1 or WP_005245666_1 or WP_005249167_1 or WP_005250878_1 or WP_005252928_1 or WP_080578324_1 or WP_143767495_1,HMGL_2,hmgcoa_c --> acac_c + accoa_c
3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA ,WP_005240908_1 or WP_005244985_1 or WP_005245668_1 or WP_005248951_1,HACD9,3hmbcoa_c + nad_c <=> 2maacoa_c + h_c + nadh_c
3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxypentanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,VECOAH,3hptcoa_c <=> h2o_c + pt2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctadecanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005250863_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH8,3hodcoa_c <=> h2o_c + od2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005249167_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005249167_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005249167_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005249167_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),WP_005240908_1 or WP_005241264_1 or WP_005245667_1 or WP_005248530_1 or WP_005248565_1 or WP_005249167_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1 or WP_005252928_1 or WP_226955502_1,ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z 12Z  octadec dienyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH34,3hlnlccoa_c <=> h2o_c + lnlc2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenyloctanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH18,h2o_c + pocta2coa_c <=> 3hpoctacoa_c
3-hydroxyacyl-CoA dehydrogenase (3-oxooctadecanoyl-CoA),WP_005240908_1 or WP_005241264_1,HACD8i,3hodcoa_c + nad_c --> 3ohodcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z 8Z  tetradec dienyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH36,3hhd58coa_c <=> h2o_c + td58_2_coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  6Z  dodedecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH37,3hdd6coa_c <=> dd6_2_coa_c + h2o_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenylnonanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH17,h2o_c + pnona2coa_c <=> 3hpnonacoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenyldecanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH16,h2o_c + pdca2coa_c <=> 3hpdecacoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenylheptanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH19,h2o_c + php2coa_c <=> 3hphpcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  4Z  decenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH38,3hdec4coa_c <=> dec4_2_coa_c + h2o_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  4Z  hexadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH33,3hhdd4coa_c <=> h2o_c + hdd4_2_coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z 10Z  hexadec dienyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH35,3hhd710coa_c <=> h2o_c + hd710_2_coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxynonanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH15,h2o_c + nona2coa_c <=> 3hnonacoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  6Z  octadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH32,3hptslacoa_c <=> h2o_c + ptsla2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z  hexadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH26,3hhdccoa_c <=> h2o_c + hd2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenylpentanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH21,h2o_c + ppt2coa_c <=> 3hpptcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  tetradecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH31,3hdd5coa_c <=> h2o_c + tded5_2_coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenylhexanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH20,h2o_c + phxa2coa_c <=> 3hphxacoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy 6 acetylthiohexanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH23,6ath2coa_c + h2o_c <=> 3h6athcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  11Z  octadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH25,3hvacccoa_c <=> h2o_c + vacc2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyphenylbutyryl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH22,h2o_c + pb2coa_c <=> 3hpbcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  tetradecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH27,3htdccoa_c <=> h2o_c + tde2coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxyheptanoyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH14,h2o_c + hp2coa_c <=> 3hhpcoa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  7Z  hexadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH30,3hhdd7coa_c <=> h2o_c + hdd7_2_coa_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  5Z  dodedecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH28,3hddccoa_c <=> dde2coa_c + h2o_c
3 hydroxyacyl CoA dehydratase  3 hydroxy  9Z  octadecenyl CoA ,WP_005240908_1 or WP_005241264_1,ECOAH29,3hodecoa_c <=> h2o_c + ode2coa_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenyheptanoyl CoA ,WP_005240908_1,HACD15i,3hphpcoa_c + nad_c --> 3ophpcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenydecanoyl CoA ,WP_005240908_1,HACD12i,3hpdecacoa_c + nad_c --> 3opdecacoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenynonanoyl CoA ,WP_005240908_1,HACD13i,3hpnonacoa_c + nad_c --> 3opnonacoa_c + h_c + nadh_c
3R 3 Hydroxypentanoyl CoA reductase,WP_005240908_1,3HPTNCOAR,3hptcoa_c + nadp_c --> 3oxptcoa_c + h_c + nadph_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenyoctanoyl CoA ,WP_005240908_1,HACD14i,3hpoctacoa_c + nad_c --> 3opoctacoa_c + h_c + nadh_c
Dodecenyl coa cis trans isomerization  cis dodec 3 enoyl CoA ,WP_005240908_1,23CTI2,dded3coa_c --> dd2coa_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenyhexanoyl CoA ,WP_005240908_1,HACD16i,3hphxacoa_c + nad_c --> 3ophxacoa_c + h_c + nadh_c
Decenyl coa cis trans isomerization  cis dec 3 enoyl CoA ,WP_005240908_1,23CTI1,decoa_c --> dc2coa_c + h_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenypentanoyl CoA ,WP_005240908_1,HACD17i,3hpptcoa_c + nad_c --> 3opptcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydrogenase  3 oxophenybutyryl CoA ,WP_005240908_1,HACD18i,3hpbcoa_c + nad_c --> 3opbcoa_c + h_c + nadh_c
3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,WP_005240908_1,HBCE,3hbcoa_c <=> 3hbcoa__R_c
Cis trans isomerization  cis trans isomerization  3Z 6Z dodec dienoyl CoA ,WP_005240908_1,23CTI3,dd_3_6_coa_c --> dd6_2_coa_c
Succinate dehydrogenase,WP_005240907_1 or ( WP_005247561_1 and WP_005247564_1 and WP_005247566_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),SUCD1,fad_c + succ_c <=> fadh2_c + fum_c
FRD,WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),FRD,fadh2_c + fum_c --> fad_c + succ_c
Fumarate reductase,WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),FRD2,fum_c + mql8_c --> mqn8_c + succ_c
Tetrathionate Dehydrogenase Demethylmenaquinol 8 periplasm ,WP_005240903_1,TETDHpp2,2dmmql8_c + tet_p --> 2dmmq8_c + 2.0 h_p + 2.0 tsul_p
Tetrathionate Dehydrogenase ubiquinone 8  periplasm ,WP_005240903_1,TETDHpp3,q8h2_c + tet_p --> 2.0 h_p + q8_c + 2.0 tsul_p
Tetrathionate Dehydrogenase menaquinone 8  periplasm ,WP_005240903_1,TETDHpp1,mql8_c + tet_p --> 2.0 h_p + mqn8_c + 2.0 tsul_p
Trithionate Reductase,WP_005240903_1,TTONR2pp,q8h2_c + tton_e --> 4.0 h_c + q8_c + so3_e + tsul_e
Glutaminase,WP_005240884_1,GLUN,gln__L_c + h2o_c --> glu__L_c + nh4_c
Hexokinase (D-glucose:ATP),WP_005240845_1 or WP_005248548_1 or WP_025431969_1 or WP_025432884_1 or WP_025432958_1,HEX1,atp_c + glc__D_c --> adp_c + g6p_c + h_c
Glucose-6-phosphate phosphatase,WP_005240845_1 or WP_005246502_1,G6PP,g6p_c + h2o_c --> glc__D_c + pi_c
NAKtr,WP_005240834_1,NAKtr,k_c + na1_e --> k_e + na1_c
Potassium transport out via proton antiport (periplasm),WP_005240833_1 or WP_005245429_1 or WP_005251758_1,Kt3pp,h_p + k_c --> h_c + k_p
Fructose-1-phosphate kinase,WP_005240767_1,FRUK,atp_c + f1p_c --> adp_c + fdp_c + h_c
Diaminopimelate epimerase,WP_005240761_1,DAPE,26dap_LL_c <=> 26dap__M_c
L-aspartate transport via ABC system (periplasm),WP_005240751_1 or WP_025432387_1 or WP_025433433_1 or ( WP_005240751_1 and WP_025432387_1 ),ASPabcpp,asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c
L-glutamate transport via ABC system (periplasm),WP_005240751_1 or WP_025432387_1 or WP_025433433_1 or ( WP_005240751_1 and WP_025432387_1 ),GLUabcpp,atp_c + glu__L_p + h2o_c --> adp_c + glu__L_c + h_c + pi_c
Phosphatidylglycerol synthase (n-C16:0),WP_005240738_1 or WP_025432827_1,PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
N-acetylglutamate synthase,WP_005240737_1,ACGS,accoa_c + glu__L_c --> acglu_c + coa_c + h_c
Dihydrodipicolinate synthase,WP_005240731_1 or WP_005241309_1 or WP_005242818_1 or WP_005243568_1 or WP_005250602_1 or WP_005250735_1 or WP_025431780_1,DHDPS,aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c
Thymidylate synthase (FAD dependent),WP_005240730_1,TMDS3,dump_c + h_c + mlthf_c + nadph_c --> dtmp_c + nadp_c + thf_c
Dihydrodipicolinate reductase (NADPH),WP_005240723_1,DHDPRy,23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c
Alcohol dehydrogenase  reverse rxn  acetaldehyde   ethanol ,WP_005240719_1 or WP_005245235_1 or WP_005247847_1 or WP_005250046_1 or WP_005250184_1 or WP_005251155_1 or WP_005251793_1 or WP_025433158_1 or WP_025433300_1,ALCD2ir,acald_c + h_c + nadh_c <=> etoh_c + nad_c
YUMP synthetase,WP_005240679_1 or WP_005243014_1 or WP_025432866_1 or WP_179443155_1,YUMPS,r5p_c + ura_c <=> h2o_c + psd5p_c
Citrate transport via sodium symport  periplasm ,WP_005240628_1 and WP_005250720_1,ICITt4pp,icit_p + na1_p --> icit_c + na1_c
Cisaconitate transport periplasm ,WP_005240628_1 and WP_005250720_1,ACONCtupp,acon_C_p --> acon_C_c
Citrate transport via sodium symport  periplasm ,WP_005240628_1 and WP_005250720_1,ACONCt4pp,acon_C_p + na1_p --> acon_C_c + na1_c
Citrate transport periplasm ,WP_005240628_1 and WP_005250720_1,CITtupp,cit_p --> cit_c
Citrate transport via sodium symport  periplasm ,WP_005240628_1 and WP_005250720_1,CITt4pp_1,cit_p + na1_p --> cit_c + na1_c
Isocitrate transport periplasm ,WP_005240628_1 and WP_005250720_1,ICITtupp,icit_p --> icit_c
Sirohydrochlorin ferrochelatase,WP_005240615_1 or WP_005247957_1,SHCHF,fe2_c + scl_c --> 3.0 h_c + sheme_c
Sirohydrochlorin dehydrogenase (NAD),WP_005240615_1,SHCHD2,dscl_c + nad_c --> h_c + nadh_c + scl_c
Uroporphyrinogen methyltransferase,WP_005240615_1,UPP3MT,2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
Malate dehydrogenase (ubiquinone 8 as acceptor),WP_005240602_1,MDH2,mal__L_c + q8_c --> oaa_c + q8h2_c
Malate dehydrogenase (menaquinone 8 as acceptor),WP_005240602_1,MDH3,mal__L_c + mqn8_c --> mql8_c + oaa_c
Lactate-quinone oxidoreductase,WP_005240602_1,L_LACD3_1,lac__L_c + mqn7_c --> mql7_c + pyr_c
Malate dehydrogenase (menaquinone 7 as acceptor),WP_005240602_1,MDH3_1,mal__L_c + mqn7_c --> mql7_c + oaa_c
(S)-Malate:(acceptor) oxidoreductase,WP_005240602_1,DMALRED,fad_c + mal__L_c --> fadh2_c + oaa_c
MYCTR2,WP_005240598_1,MYCTR2,gthox_c + 2.0 msh_c --> 2.0 gthrd_c + mssg_c
MYCTR,WP_005240598_1,MYCTR,2.0 msh_c + nadp_c <=> h_c + mssg_c + nadph_c
Fatty acid CoA ligase  linoleic acid transport via vectoral Co A coupling ,WP_005240572_1 or WP_005250931_1,FACOAL182t2pp,atp_c + coa_c + h_p + lnlc_p --> amp_c + h_c + lnlccoa_c + ppi_c
Fatty acid  CoA ligase  Phenyl pentanoate transport via vectoral Co A coupling ,WP_005240572_1 or WP_005250931_1,FACOALP50t2pp,atp_c + coa_c + h_p + phept_p --> amp_c + h_c + ppi_c + pptcoa_c
