,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
494,CMLDC,CMLDC,4cml_c + h_c --> 5odhf2a_c + co2_c,0.0,0.0005203783325669065
491,CLBtpp,Cellobiose transport via permease,cellb_p --> cellb_c,0.0,no rxn
512,CRNabcpp,L-carnitine transport via ABC system (periplasm),atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,0.0
490,CLBtex,Cellobiose transport transport via diffusion extracellular to periplasm ,cellb_e <=> cellb_p,0.0,no rxn
489,CITt_kt,CITt kt,cit_p + h_p --> cit_c + h_c,0.0,0.0
488,CITtex,Citrate transport via diffusion (extracellular to periplasm),cit_e <=> cit_p,0.0,0.0
487,CITt7pp,Citrate transport via succinate antiport (periplasm),cit_p + succ_c --> cit_c + succ_p,0.0,no rxn
486,CITt7,Citrate transport via succinate antiport,cit_e + succ_c --> cit_c + succ_e,0.0,no rxn
485,CITt2r,Citrate reversible transport via symport,cit_e + h_e --> cit_c + h_c,0.0,no rxn
484,CITt14,Citrate transport in via Ca complex,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,0.0,0.0
483,CITL,Citrate lyase,cit_c --> ac_c + oaa_c,0.0,0.0
482,CITACt,Citrate transport via acetate antiport,ac_c + cit_e --> ac_e + cit_c,0.0,0.0
481,CIGAMS,CIGAMS,atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c,0.0,0.0
478,CHOLSH,CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c,0.0,0.0
477,CHOLSabc_1,Choline sulfate transport in via ABC system,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,0.0,0.0
476,CHOLD2,Choline dehydrogenase  FAD dependent ,chol_c + fad_c --> betald_c + fadh2_c,0.0,no rxn
475,CHOLD,Choline dehydrogenase,chol_c + nad_c --> betald_c + h_c + nadh_c,0.0,0.0
511,CRNabc,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,0.0,0.0
513,CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c,0.0,no rxn
553,CYTD,Cytidine deaminase,cytd_c + h2o_c + h_c --> nh4_c + uri_c,0.0,0.0
532,CU1Opp,Cuprous Oxidase (Cu+1),4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p,0.0,no rxn
551,CYTBD2pp,Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm),2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c,0.0,no rxn
550,CYTBD2,CYTBD2,2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_e + mqn8_c,0.0,0.0
548,CYSTS,Cystathionine beta synthase,hcys__L_c + ser__L_c --> cyst__L_c + h2o_c,0.0,0.12869433952964138
547,CYStpp,L-cysteine export via facilitated transport,cys__L_c --> cys__L_p,0.0,0.0
546,CYSTL,Cystathionine b-lyase,cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c,0.0,0.0
544,CYSS,Cysteine synthase,acser_c + h2s_c --> ac_c + cys__L_c + h_c,0.0,0.0
543,CYSabcpp,L-cysteine uptake via ABC system (periplasm),atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c,0.0,0.0
540,CYO1b,CYO1b,2.0 focytc_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c,0.0,0.0
539,CYO1a,CYO1a,2.0 ficytc_c + 2.0 h_c + qh2_c --> 2.0 focytc_c + 2.0 h_e + q_c,0.0,no rxn
538,CYNTt2,Cyanate transport via proton symport,cynt_e + h_e --> cynt_c + h_c,0.0,no rxn
537,CYNTAH,Cyanate aminohydrolase,cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c,0.0,no rxn
536,CUtex,Copper (Cu+1) transport via diffusion (extracellular to periplasm),cu_e <=> cu_p,0.0,no rxn
535,Cut1,Copper export via ATPase,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c,0.0,0.0
534,CUabcpp,Copper transport via ABC system (periplasm),atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c,0.0,0.0
531,CTPS2,CTP synthase (glutamine),atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c,0.0,0.37545537610527474
514,CRNCDH,Carnityl-CoA dehydratse,crncoa_c <=> ctbtcoa_c + h2o_c,0.0,no rxn
529,CTECOAI8,3-cis-2-trans-enoyl-CoA isomerase,odecoa_c <=> od2coa_c,0.0,0.0
528,CTECOAI7,3-cis-2-trans-enoyl-CoA isomerase,hdcoa_c <=> hdd2coa_c,0.0,0.0
527,CTECOAI6,3-cis-2-trans-enoyl-CoA isomerase,tdecoa_c <=> td2coa_c,0.0,0.0
526,CTBTt2rpp,Cronobetaine outward transport (H+ antiport),ctbt_p + h_p <=> ctbt_c + h_c,0.0,0.0
525,CTBTabcpp,Crotonobetaine transport via ABC system (periplasm),atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c,0.0,0.0
524,CTBTabc,Crotonobetaine transport in via ABC system,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,0.0,no rxn
523,CSNt2,Cytosine transport in via proton symport,csn_e + h_e --> csn_c + h_c,0.0,0.0
522,CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,0.0,0.0
520,CRO4t3pp,Chromate transport out via proton antiport (cytoplasm to periplasm),cro4_c + h_p --> cro4_p + h_c,0.0,0.0
519,CRO4abcpp,Chromate transport via ABC system (periplasm),atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,0.0,0.0
518,CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),crn_e <=> crn_p,0.0,0.0
517,CRNt7,Carnitine/butyrobetaine antiporter,crn_e + gbbtn_c --> crn_c + gbbtn_e,0.0,no rxn
516,CRNt2rpp,L-carnitine outward transport (H+ antiport),crn_p + h_p <=> crn_c + h_c,0.0,0.0
515,CRNDt2rpp,D-carnitine outward transport (H+ antiport),crn__D_p + h_p <=> crn__D_c + h_c,0.0,0.0
317,AMANK,N-acetyl-D-mannosamine kinase,acmana_c + atp_c --> acmanap_c + adp_c + h_c,0.0,0.0
315,AMALT4,Amylomaltase (maltohexaose),malt_c + malthx_c --> glc__D_c + malthp_c,0.0,0.0
629,DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",dhcinnm_c + o2_c --> h_c + hkntd_c,0.0,0.0
86,3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c,0.0,no rxn
101,4H2KPILY,4h2kpi Lyase,4h2kpi_c --> pyr_c + sucsal_c,0.0,0.0
100,4CMLCL_kt,4CMLCL kt,4cml_c + h_c --> 5odhf2a_c + co2_c,0.0,0.0
99,4ABUTD,4-Aminobutyraldehyde:NAD+ oxidoreductase,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c,0.0,0.0
98,3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,0.0,0.0
97,3OXOADPt_pp,3OXOADPt LPAREN pp RPAREN ,3oxoadp_p + h_p <=> 3oxoadp_c + h_c,0.0,no rxn
95,3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c,0.0,no rxn
94,3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c,0.0,no rxn
93,3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c,0.0,no rxn
92,3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c,0.0,no rxn
91,3OAS161,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c,0.0,no rxn
90,3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c,0.0,no rxn
89,3OAS141,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c,0.0,no rxn
88,3OAS140,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c,0.0,no rxn
87,3OAS121,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c,0.0,no rxn
85,3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c,0.0,no rxn
103,4HBCOAH,4-hydroxybutanoyl-CoA dehydratase,4hbutcoa_c --> h2o_c + vaccoa_c,0.0,0.0
84,3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3ooctACP_c + h_c + nadph_c <=> 3hoctACP_c + nadp_c,0.0,no rxn
83,3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),3ohexACP_c + h_c + nadph_c <=> 3hhexACP_c + nadp_c,0.0,no rxn
82,3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),actACP_c + h_c + nadph_c <=> 3haACP_c + nadp_c,0.0,no rxn
81,3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),3ocvac11eACP_c + h_c + nadph_c --> 3hcvac11eACP_c + nadp_c,0.0,no rxn
80,3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),3ooctdACP_c + h_c + nadph_c <=> 3hoctaACP_c + nadp_c,0.0,no rxn
79,3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),3ocpalm9eACP_c + h_c + nadph_c --> 3hcpalm9eACP_c + nadp_c,0.0,no rxn
78,3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),3opalmACP_c + h_c + nadph_c <=> 3hpalmACP_c + nadp_c,0.0,no rxn
77,3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),3ocmrs7eACP_c + h_c + nadph_c --> 3hcmrs7eACP_c + nadp_c,0.0,no rxn
76,3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),3omrsACP_c + h_c + nadph_c <=> 3hmrsACP_c + nadp_c,0.0,no rxn
75,3OAR121,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c,0.0,no rxn
74,3OAR120,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c,0.0,no rxn
73,3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),3odecACP_c + h_c + nadph_c <=> 3hdecACP_c + nadp_c,0.0,no rxn
71,3MCAT23DOX,3MCAT23DOX,3mcat_c + o2_c --> cchoxod_c + h_c,0.0,no rxn
70,3MBZDH,3MBZDH,3mbzald_c + h2o_c + nad_c --> 2.0 h_c + m_tol_c + nadh_c,0.0,no rxn
102,4HBALDt2pp,4-hydroxybenzoaldehyde transport in via proton symport  (periplasm),4hbald_p + h_p --> 4hbald_c + h_c,0.0,no rxn
104,4HBHYOX,4HBHYOX,4hbz_c + h_c + nadph_c + o2_c --> 34dhbz_c + h2o_c + nadp_c,0.0,0.0005203783325659427
68,3MBtex,3-methylbutanoic acid transport via diffusion (extracellular to periplasm),3mb_e <=> 3mb_p,0.0,0.0
121,5CM2HMUDI,5 carboxymethyl 2 hydroxymuconate delta isomerase,5cmhm_c --> 5cohe_c,0.0,no rxn
135,AAMYL,Alpha-amylase,14glucan_c --> malthx_c,0.0,no rxn
134,AACPS9,Acyl-[acyl-carrier-protein] synthetase  (n-C8:0),ACP_c + atp_c + octa_c --> amp_c + ocACP_c + ppi_c,0.0,0.0
133,AACPS8,Acyl-[acyl-carrier-protein] synthetase  (n-C10:0),ACP_c + atp_c + dca_c --> amp_c + dcaACP_c + ppi_c,0.0,0.0
132,AACPS7,Acyl-[acyl-carrier-protein] synthetase  (n-C12:0),ACP_c + atp_c + ddca_c --> amp_c + ddcaACP_c + ppi_c,0.0,0.0
131,AACPS6,Acyl-[acyl-carrier-protein] synthetase  (n-C18:0),ACP_c + atp_c + ocdca_c --> amp_c + ocdcaACP_c + ppi_c,0.0,0.0
130,AACPS5,Acyl-[acyl-carrier-protein] synthetase  (n-C18:1),ACP_c + atp_c + ocdcea_c --> amp_c + octeACP_c + ppi_c,0.0,0.0
129,AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),ACP_c + atp_c + hdcea_c --> amp_c + hdeACP_c + ppi_c,0.0,0.0
128,AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),ACP_c + atp_c + hdca_c --> amp_c + palmACP_c + ppi_c,0.0,0.0
127,AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),ACP_c + atp_c + ttdcea_c --> amp_c + ppi_c + tdeACP_c,0.0,0.0
126,AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),ACP_c + atp_c + ttdca_c --> amp_c + myrsACP_c + ppi_c,0.0,0.0
125,A5PISO,Arabinose-5-phosphate isomerase,ru5p__D_c <=> ara5p_c,0.0,no rxn
124,5MTRt2,5 Methylthio D ribose transport inout via proton symport,5mtr_e + h_e <=> 5mtr_c + h_c,0.0,no rxn
123,5DOAN,5'-deoxyadenosine nuclosidase,dad_5_c + h2o_c --> 5drib_c + ade_c,0.0,0.0
122,5DGLCNR,5-dehydro-D-gluconate reductase,5dglcn_c + h_c + nadph_c <=> glcn_c + nadp_c,0.0,0.0
120,4PEPTtex,LalaDgluMdapDala (pentapeptide) transport via diffusion (extracellular to periplasm),LalaDgluMdapDala_e <=> LalaDgluMdapDala_p,0.0,no rxn
105,4HBZR,4-hydroxybenzoylCoA reducatse,4hbzcoa_c + fdxr_42_c + 6.0 h_c --> benzcoa_c + fdxo_42_c + h2o_c,0.0,no rxn
119,4PEPTabcpp,Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,0.0,0.0
118,4PCP,"Tetrapeptide L,D-carboxypeptidase",LalaDgluMdapDala_c + h2o_c --> LalaDgluMdap_c + ala__D_c,0.0,no rxn
117,4OT2,4OT2,hmccm_c <=> 2omcm_c,0.0,no rxn
116,4OT,4OT,2hmc_c <=> oxalc_c,0.0,no rxn
115,4OD2,4OD2,2omcm_c + h_c --> 2hchd_c + co2_c,0.0,no rxn
114,4OD,4OD,h_c + oxalc_c --> co2_c + op4en_c,0.0,no rxn
113,4MCAT23DOX,4MCAT23DOX,4mcat_c + o2_c --> h_c + hmccms_c,0.0,no rxn
112,4MBZDH,4MBZDH,4mbzald_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + p_tol_c,0.0,no rxn
111,4MBZALDH,4MBZALDH,4mbzalc_c + nad_c --> 4mbzald_c + h_c + nadh_c,0.0,no rxn
110,4HTHRS,4-Hydroxy-L-threonine synthase,h2o_c + phthr_c --> 4hthr_c + pi_c,0.0,no rxn
109,4HTHRK,4-Hydroxy-L-threonine kinase,4hthr_c + atp_c --> adp_c + h_c + phthr_c,0.0,no rxn
108,4HOXPACt2pp,4 hydroxyphenylacetate transport in via proton symport periplasm ,4hphac_p + h_p --> 4hphac_c + h_c,0.0,no rxn
107,4HOXPACMOF,4 hydroxyphenylacetate 3 monooxygenase FADH2,4hphac_c + fadh2_c + o2_c --> 34dhpha_c + fad_c + h2o_c,0.0,0.0
106,4HBZtex,4HBZtex,4hbz_e <=> 4hbz_p,0.0,0.0
69,3MBZALDH,3MBZALDH,3mbzalc_c + nad_c --> 3mbzald_c + h_c + nadh_c,0.0,no rxn
67,3MBt4pp,Na+/Isovalerate symport (periplasm),3mb_p + na1_p --> 3mb_c + na1_c,0.0,0.0
137,ABTA,4-aminobutyrate transaminase,4abut_c + akg_c --> glu__L_c + sucsal_c,0.0,0.0
17,2AGPEAT140,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0),2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c,0.0,no rxn
31,2AGPGAT140,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0),2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c,0.0,0.0
30,2AGPGAT120,2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0),2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c,0.0,0.0
29,2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm),2agpg181_p --> 2agpg181_c,0.0,0.0
28,2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) transporter via facilitated diffusion (periplasm),2agpg180_p --> 2agpg180_c,0.0,0.0
27,2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm),2agpg161_p --> 2agpg161_c,0.0,0.0
26,2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm),2agpg160_p --> 2agpg160_c,0.0,0.0
25,2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm),2agpg141_p --> 2agpg141_c,0.0,0.0
24,2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm),2agpg140_p --> 2agpg140_c,0.0,0.0
23,2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) transporter via facilitated diffusion (periplasm),2agpg120_p --> 2agpg120_c,0.0,0.0
22,2AGPEAT181,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1),2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c,0.0,0.0
21,2AGPEAT180,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0),2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c,0.0,0.0
20,2AGPEAT161,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1),2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c,0.0,0.0
19,2AGPEAT160,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:0),2agpe160_c + atp_c + hdca_c --> amp_c + pe160_c + ppi_c,0.0,0.0
18,2AGPEAT141,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1),2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c,0.0,0.0
16,2AGPEAT120,2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0),2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c,0.0,0.0
33,2AGPGAT160,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0),2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c,0.0,0.0
15,2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm),2agpe181_p --> 2agpe181_c,0.0,0.0
14,2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) transporter via facilitated diffusion (periplasm),2agpe180_p --> 2agpe180_c,0.0,0.0
13,2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) transporter via facilitated diffusion (periplasm),2agpe161_p --> 2agpe161_c,0.0,0.0
12,2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) transporter via facilitated diffusion (periplasm),2agpe141_p --> 2agpe141_c,0.0,0.0
11,2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) transporter via facilitated diffusion (periplasm),2agpe140_p --> 2agpe140_c,0.0,no rxn
10,2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) transporter via facilitated diffusion (periplasm),2agpe120_p --> 2agpe120_c,0.0,0.0
9,14GLUCANtexi,"1,4-alpha-D-glucan transport via diffusion (extracellular to periplasm) irreversible",14glucan_e --> 14glucan_p,0.0,no rxn
8,14GLUCANabcpp,"1,4-alpha-D-glucan transport via ABC system (periplasm)",14glucan_p + atp_c + h2o_c --> 14glucan_c + adp_c + h_c + pi_c,0.0,no rxn
7,12PPDt,"S-Propane-1,2-diol facilitated transport",12ppd__S_e <=> 12ppd__S_c,0.0,no rxn
6,12PPDStpp,"(S)-Propane-1,2-diol facilitated transport (periplasm)",12ppd__S_p <=> 12ppd__S_c,0.0,no rxn
5,12DGR181tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:1)",12dgr181_p --> 12dgr181_c,0.0,no rxn
4,12DGR180tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C18:0)",12dgr180_p --> 12dgr180_c,0.0,no rxn
3,12DGR161tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C16:1)",12dgr161_p --> 12dgr161_c,0.0,no rxn
2,12DGR141tipp,"1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)",12dgr141_p --> 12dgr141_c,0.0,no rxn
32,2AGPGAT141,2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1),2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c,0.0,0.0
34,2AGPGAT161,2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1),2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c,0.0,0.0
66,3MBt2pp,H+/Isovalerate symport (periplasm),3mb_p + h_p --> 3mb_c + h_c,0.0,0.0
51,3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),3hmrsACP_c --> h2o_c + tmrs2eACP_c,0.0,no rxn
65,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,3hpppn_c + h_c + nadh_c + o2_c --> dhpppn_c + h2o_c + nad_c,0.0,0.0
64,3HPAOX,HPA monooxygenase,3hoxpac_c + nadh_c + o2_c --> 34dhpha_c + h2o_c + nad_c,0.0,no rxn
63,3hoxpactex,3 hydroxyphenylacetic acid transport via diffusion extracellular to periplasm ,3hoxpac_e <=> 3hoxpac_p,0.0,no rxn
62,3HOXPACt2pp,HPA permease,3hoxpac_p + h_p --> 3hoxpac_c + h_c,0.0,no rxn
61,3HCINNMH,3-hydroxycinnamate hydroxylase,3hcinnm_c + h_c + nadh_c + o2_c --> dhcinnm_c + h2o_c + nad_c,0.0,0.0
60,3HBCOAHL,3-hydroxyisobutyryl-CoA hydrolase,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c,0.0,0.0
59,3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),3hoctACP_c --> h2o_c + toct2eACP_c,0.0,no rxn
58,3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),3hhexACP_c --> h2o_c + thex2eACP_c,0.0,no rxn
57,3HAD40,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),3haACP_c --> but2eACP_c + h2o_c,0.0,no rxn
56,3HAD181,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),3hcvac11eACP_c --> h2o_c + t3c11vaceACP_c,0.0,no rxn
55,3HAD180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),3hoctaACP_c --> h2o_c + toctd2eACP_c,0.0,no rxn
54,3HAD161,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),3hcpalm9eACP_c --> h2o_c + t3c9palmeACP_c,0.0,no rxn
53,3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),3hpalmACP_c --> h2o_c + tpalm2eACP_c,0.0,no rxn
52,3HAD141,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),3hcmrs7eACP_c --> h2o_c + t3c7mrseACP_c,0.0,no rxn
50,3HAD121,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),3hcddec5eACP_c --> h2o_c + t3c5ddeceACP_c,0.0,no rxn
35,2AGPGAT180,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:0),2agpg180_c + atp_c + ocdca_c --> amp_c + pg180_c + ppi_c,0.0,0.0
49,3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),3hddecACP_c --> h2o_c + tddec2eACP_c,0.0,no rxn
48,3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),3hdecACP_c --> h2o_c + tdec2eACP_c,0.0,no rxn
47,3AMACHYD,3-aminoacrylate hydrolase,3amac_c + h2o_c + h_c --> msa_c + nh4_c,0.0,0.0
46,34HPPOR,4 Hydroxyphenylpyruvateoxygen oxidoreductase,34hpp_c + o2_c --> co2_c + hgentis_c,0.0,0.0
45,34DHCINMtpp,34DHCINMtpp,34dhcinm_p <=> 34dhcinm_c,0.0,no rxn
44,34DHCINMtex,34DHCINMtex,34dhcinm_e <=> 34dhcinm_p,0.0,no rxn
43,3_4DHBZ1t_pp,"3,4DHBZ1t LPAREN pp RPAREN ",34dhbz_p + h_p <=> 34dhbz_c + h_c,0.0,0.0
42,2PGLYCt6,2 Phosphoglycolate transport inout via proton symport,2pglyc_e + h_e <=> 2pglyc_c + h_c,0.0,0.0
41,2HXMPt6,2  hydroxymethyl phenol transport inout via proton symport,2hxmp_e + h_e <=> 2hxmp_c + h_c,0.0,no rxn
40,2HH24DDH1,2hh24dd hydratase,2hh24dd_c + h2o_c --> 24dhhed_c,0.0,0.0
39,2HH24DDH,2hh24dd hydratase,2hh24dd_c + h2o_c --> 4h2kpi_c,0.0,0.0
38,2DHGLCNkt_tpp,2DHGLCNkt tpp,2dhglcn_p + h_p --> 2dhglcn_c + h_c,0.0,0.0
37,2DHGLCK,2DHGLCK,2dhglcn_c + atp_c + 2.0 h_c --> 6p2dhglcn_c + adp_c,0.0,0.0
36,2AGPGAT181,2-acyl-glycerophospho-glycerol acyltransferase (n-C18:1),2agpg181_c + atp_c + ocdcea_c --> amp_c + pg181_c + ppi_c,0.0,0.0
136,AB6PGH,Arbutin 6-phosphate glucohydrolase,arbt6p_c + h2o_c --> g6p_c + hqn_c,0.0,no rxn
138,ABUTD,Aminobutyraldehyde dehydrogenase,4abutn_c + h2o_c + nad_c --> 4abut_c + 2.0 h_c + nadh_c,0.0,0.0
314,AMALT3,Amylomaltase (maltopentaose),malt_c + maltpt_c --> glc__D_c + malthx_c,0.0,0.0
259,AHSERL2,O acetylhomoserine  thiol  lyase,achms_c + h2s_c --> ac_c + h_c + hcys__L_c,0.0,0.3420498605579549
277,ALAGLUE,L-alanyl-gamma-glutamate epimerase,LalaDglu_c <=> LalaLglu_c,0.0,0.0
