name,genes,reaction_id,reaction
3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,ECOAH5,3hddcoa_c <=> dd2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1,ECOAH2,3hhcoa_c <=> h2o_c + hx2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1,ECOAH6,3htdcoa_c <=> h2o_c + td2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1,ECOAH7,3hhdcoa_c <=> h2o_c + hdd2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1,ECOAH4,3hdcoa_c <=> dc2coa_c + h2o_c
3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005250878_1 or WP_005251515_1,ECOAH3,3hocoa_c <=> h2o_c + oc2coa_c
3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA),WP_005240312_1 or WP_005240908_1 or WP_005241264_1 or WP_005242233_1 or WP_005242640_1 or WP_005244486_1 or WP_005246568_1 or WP_005248530_1 or WP_005248565_1 or WP_005248946_1 or WP_005250863_1 or WP_005251515_1,ECOAH1,3hbcoa_c <=> b2coa_c + h2o_c
Phosphoserine phosphatase (L-serine),WP_005240300_1 or WP_025433136_1,PSP_L,h2o_c + pser__L_c --> pi_c + ser__L_c
CYO1b,WP_005240299_1 and WP_005241796_1 and WP_016880030_1 and WP_025432889_1,CYO1b,2.0 focytc_c + 0.5 o2_c --> 2.0 ficytc_c + h2o_c
Ribonucleoside-diphosphate reductase (GDP),WP_005240288_1 or WP_005247443_1 or WP_005249122_1 or ( WP_005240291_1 and WP_080578170_1 ),RNDR2,gdp_c + trdrd_c --> dgdp_c + h2o_c + trdox_c
Ribonucleoside-diphosphate reductase (CDP),WP_005240288_1 or WP_005247443_1 or WP_005249122_1 or ( WP_005240291_1 and WP_080578170_1 ),RNDR3,cdp_c + trdrd_c --> dcdp_c + h2o_c + trdox_c
Ribonucleoside-diphosphate reductase (ADP),WP_005240288_1 or WP_005247443_1 or WP_005249122_1,RNDR1,adp_c + trdrd_c --> dadp_c + h2o_c + trdox_c
Ribonucleoside-diphosphate reductase (UDP),WP_005240288_1 or WP_005247443_1 or WP_005249122_1,RNDR4,trdrd_c + udp_c --> dudp_c + h2o_c + trdox_c
NAD(P)H-flavin oxidoreductase,WP_005240282_1,FLDO,fmnh2_c + nadp_c --> fmn_c + h_c + nadph_c
NAD synthase (nh3),WP_005240272_1 or WP_005245055_1 or WP_025433515_1,NADS1,atp_c + dnad_c + nh4_c --> amp_c + h_c + nad_c + ppi_c
Cyclic pyranopterin monophosphate synthase,WP_005240264_1 or ( WP_005240264_1 and WP_025433438_1 ),CPMPS,gtp_c + h2o_c --> cpmp_c + ppi_c
Molybdopterin adenylyltransferase,WP_005240264_1,MPTAT,atp_c + h_c + mpt_c --> mptamp_c + ppi_c
HCO3 equilibration reaction,WP_005240214_1 or WP_005243937_1 or WP_005244926_1 or spontaneous,HCO3E,co2_c + h2o_c <=> h_c + hco3_c
Histidinol-phosphatase,WP_005240212_1,HISTP,h2o_c + hisp_c --> histd_c + pi_c
NAD diphosphatase,WP_005240164_1 or WP_005240344_1,NADDP,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c
Tryptophan transaminase,WP_005240147_1 or WP_005251668_1 or WP_037181632_1,TRPTA,akg_c + trp__L_c <=> glu__L_c + indpyr_c
Enterochelin synthase,WP_005240106_1 or WP_025432372_1,ENTCS,3.0 23dhba_c + 3.0 seramp_c --> 6.0 amp_c + enter_c + 9.0 h_c
Palmitoyl CoA desaturase  n C160CoA   n C161CoA ,WP_005240079_1,DESAT16,h_c + nadph_c + o2_c + pmtcoa_c --> 2.0 h2o_c + hdcoa_c + nadp_c
Adenosylhomocysteinase,WP_005240051_1,AHCi,ahcys_c + h2o_c <=> adn_c + hcys__L_c
L arganine reversible transport via proton symport,WP_005240049_1 or WP_025433612_1,ARGt2r,arg__L_e + h_e --> arg__L_c + h_c
Mannose-6-phosphate isomerase,WP_005240047_1,MAN6PI,man6p_c <=> f6p_c
Mannose-1-phosphate guanylyltransferase (GDP),WP_005240024_1 or WP_005241352_1,MAN1PT2,gdp_c + h_c + man1p_c --> gdpmann_c + pi_c
Mannose 1 phosphate guanylyltransferase,WP_005240024_1,MAN1PT,gtp_c + h_c + man1p_c --> gdpmann_c + ppi_c
Acetyl-CoA carboxylase,WP_005239994_1 or WP_005248832_1 or WP_005250640_1 or WP_025432470_1 or ( WP_005239994_1 and WP_025431917_1 ),ACCOAC,accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c
G3PD1,WP_005239930_1 or WP_005240412_1 or WP_005240746_1 or WP_005244735_1 or WP_005251343_1,G3PD1,glyc3p_c + nad_c <=> dhap_c + h_c + nadh_c
Glycerol kinase,WP_005239928_1 or WP_005244734_1,GLYK,atp_c + glyc_c --> adp_c + glyc3p_c + h_c
ARUH,WP_005239926_1,ARUH,arg__L_c + pyr_c <=> 5g2oxpt_c + ala__L_c
Ornithine transacetylase,WP_005239923_1 or WP_005247369_1,ORNTAC,acorn_c + glu__L_c <=> acglu_c + orn_c
3-hydroxyisobutyryl-CoA hydrolase,WP_005239921_1 or WP_005241234_1,3HBCOAHL,3hibutcoa_c + h2o_c --> 3hmp_c + coa_c + h_c
Adenosine deaminase,WP_005239892_1 or WP_025432207_1,ADA,adn_c + h2o_c + h_c --> ins_c + nh4_c
Thymidine phosphorylase,WP_005239891_1,TMDPP,pi_c + thymd_c <=> 2dr1p_c + thym_c
Cytidine deaminase,WP_005239890_1,CYTD,cytd_c + h2o_c + h_c --> nh4_c + uri_c
Malate dehydrogenase,WP_005239876_1 or WP_005250477_1,MDH,mal__L_c + nad_c <=> h_c + nadh_c + oaa_c
D-alanine-D-alanine dipeptidase,WP_005239875_1,ALAALAD,alaala_c + h2o_c --> 2.0 ala__D_c
Lactose transport via proton aniport (periplasm),WP_005239871_1 or WP_025431793_1,LCTSt3ipp,h_p + lcts_c --> h_c + lcts_p
L-arabinose transport via proton antiport (periplasm),WP_005239871_1 or WP_025431793_1,ARBt3ipp,arab__L_c + h_p --> arab__L_p + h_c
Melibiose transport in via antiport (periplasm),WP_005239871_1 or WP_025431793_1,MELIBt3ipp,h_p + melib_c --> h_c + melib_p
Isocitrate dehydrogenase (NADP),WP_005239870_1 or WP_005242822_1,ICDHyr,icit_c + nadp_c <=> akg_c + co2_c + nadph_c
Homoserine O trans acetylase,WP_005239866_1 or WP_025433060_1,HSERTA,accoa_c + hom__L_c <=> achms_c + coa_c
Methylenetetrahydrofolate dehydrogenase  NAD ,WP_005239862_1 or WP_025433919_1,MTHFD2i,mlthf_c + nad_c --> methf_c + nadh_c
Methenyltetrahydrofolate cyclohydrolase,WP_005239862_1 or WP_005252392_1 or WP_005252393_1,MTHFC,h2o_c + methf_c <=> 10fthf_c + h_c
Methylenetetrahydrofolate dehydrogenase (NADP),WP_005239862_1 or WP_005252392_1,MTHFD,mlthf_c + nadp_c <=> methf_c + nadph_c
FEDCabc,WP_005239845_1 or WP_005243794_1 or WP_037180730_1 or ( WP_005239845_1 and WP_037179670_1 ) or ( WP_005243794_1 and WP_037179670_1 ) or ( WP_005248500_1 and WP_037180730_1 and WP_080578252_1 ),FEDCabc,atp_c + 2.0 cit_e + fe3_e + h2o_c --> adp_c + 2.0 cit_c + fe3_c + h_c + pi_c
FE3abc,WP_005239843_1 or WP_037179670_1 or WP_037180730_1 or ( WP_005238706_1 and WP_005244524_1 ) or ( WP_005239843_1 and WP_005239845_1 ) or ( WP_005239843_1 and WP_005241802_1 ) or ( WP_005239845_1 and WP_037179670_1 ) or ( WP_005239845_1 and WP_037180730_1 ) or ( WP_005241802_1 and WP_037179670_1 ) or ( WP_005241802_1 and WP_037180730_1 ),FE3abc,atp_c + fe3_e + h2o_c --> adp_c + fe3_c + h_c + pi_c
2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase,WP_005239833_1 and WP_005245262_1,HMPSCD,hmpscoa_c + nad_c <=> h_c + nadh_c + sbzcoa_c
3-aminoacrylate hydrolase,WP_005239747_1 or WP_005245250_1,3AMACHYD,3amac_c + h2o_c + h_c --> msa_c + nh4_c
Alanine racemase,WP_005239745_1,ALAR,ala__L_c <=> ala__D_c
Glutamine-fructose-6-phosphate transaminase,WP_005239742_1 or WP_005250834_1,GF6PTA,f6p_c + gln__L_c --> gam6p_c + glu__L_c
Phosphomannomutase,WP_005239736_1 or WP_005239918_1 or WP_025432288_1,PMANM,man1p_c <=> man6p_c
Phosphoacetylglucosamine mutase,WP_005239736_1,ACGAMPM,acgam6p_c <=> acgam1p_c
Ornithine transaminase,WP_005239719_1,ORNTA,akg_c + orn_c --> glu5sa_c + glu__L_c
Ornithine transaminase,WP_005239719_1,ORNTA_1,akg_c + orn__L_c --> glu5sa_c + glu__L_c
Adentylate kinase (GTP),WP_005239670_1,ADK3,amp_c + gtp_c <=> adp_c + gdp_c
Adentylate kinase (ITP),WP_005239670_1,ADK4,amp_c + itp_c <=> adp_c + idp_c
Adenylate kinase,WP_005239670_1,ADK1,amp_c + atp_c <=> 2.0 adp_c
ADK2,WP_005239670_1,ADK2,amp_c + pppi_c <=> adp_c + ppi_c
Sodium transport out via ABC system,WP_005239622_1,NAabcO,atp_c + h2o_c + na1_c --> adp_c + h_c + na1_e + pi_c
KAS HP2,WP_005239602_1 or WP_005244469_1 or ( WP_005239602_1 and WP_025433357_1 ),KAS_HP2,2.0 h_c + malACP_c + nadph_c + palmACP_c --> 3hoctaACP_c + ACP_c + co2_c + nadp_c
KAS HP,WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),KAS_HP,2.0 h_c + malACP_c + myrsACP_c + nadph_c --> 3hpalmACP_c + ACP_c + co2_c + nadp_c
Fatty acid biosynthesis (n-C10:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),C100SN,actACP_c + 11.0 h_c + 3.0 malACP_c + 8.0 nadph_c --> 3.0 ACP_c + 3.0 co2_c + dcaACP_c + 4.0 h2o_c + 8.0 nadp_c
Fatty acid biosynthesis (n-C20:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC200ACP,3.0 h_c + malACP_c + 2.0 nadph_c + ocdcaACP_c --> ACP_c + arachACP_c + co2_c + h2o_c + 2.0 nadp_c
Fatty acid biosynthesis (n-C18:1),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC181ACP,2.0 h_c + malACP_c + nadph_c + palmACP_c --> ACP_c + co2_c + h2o_c + nadp_c + octeACP_c
Fatty acid biosynthesis (n-C18:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC180ACP,3.0 h_c + malACP_c + 2.0 nadph_c + palmACP_c --> ACP_c + co2_c + h2o_c + 2.0 nadp_c + ocdcaACP_c
Fatty acid biosynthesis (n-C16:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC160ACP,3.0 h_c + malACP_c + myrsACP_c + 2.0 nadph_c --> ACP_c + co2_c + h2o_c + 2.0 nadp_c + palmACP_c
Fatty acid biosynthesis (n-C14:1),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC141ACP,ddcaACP_c + 2.0 h_c + malACP_c + nadph_c --> ACP_c + co2_c + h2o_c + nadp_c + tdeACP_c
Fatty acid biosynthesis (n-C14:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC140ACP,ddcaACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c --> ACP_c + co2_c + h2o_c + myrsACP_c + 2.0 nadp_c
Fatty acid biosynthesis (n-C12:0),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC120ACP,dcaACP_c + 3.0 h_c + malACP_c + 2.0 nadph_c --> ACP_c + co2_c + ddcaACP_c + h2o_c + 2.0 nadp_c
Fatty acid biosynthesis (n-C16:1),WP_005239602_1 or ( WP_005239602_1 and WP_025433357_1 ),FASC161ACP,2.0 h_c + malACP_c + myrsACP_c + nadph_c --> ACP_c + co2_c + h2o_c + hdeACP_c + nadp_c
Succinate-semialdehyde dehydrogenase (NAD),WP_005239591_1 or WP_005244802_1 or WP_005245755_1 or WP_005250224_1 or WP_005252080_1 or ( WP_005248959_1 and WP_005252080_1 ),SSALx,h2o_c + nad_c + sucsal_c --> 2.0 h_c + nadh_c + succ_c
Succinate-semialdehyde dehydrogenase (NADP),WP_005239591_1 or WP_005242840_1 or WP_005243469_1 or WP_005244802_1 or WP_005245755_1 or WP_005248959_1 or WP_005248977_1 or WP_005249484_1 or WP_005249488_1 or WP_005252080_1 or ( WP_005248959_1 and WP_005252080_1 ),SSALy,h2o_c + nadp_c + sucsal_c --> 2.0 h_c + nadph_c + succ_c
"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)",WP_005239591_1 or WP_005241094_1,ALDD19xr,h2o_c + nad_c + pacald_c <=> 2.0 h_c + nadh_c + pac_c
Chorismate mutase,WP_005239570_1 or WP_005249089_1,CHORM,chor_c --> pphn_c
Prephenate dehydrogenase,WP_005239570_1 or WP_005248750_1,PPND,nad_c + pphn_c --> 34hpp_c + co2_c + nadh_c
Acetyl-CoA synthetase,WP_005239563_1 or WP_005248479_1 or WP_005250868_1 or WP_025432750_1,ACS,ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c
ACOADH2,WP_005239548_1 or WP_005250612_1,ACOADH2,2.0 ibcoa_c + o2_c --> 2.0 2mp2coa_c + 2.0 h2o_c
Acyl CoA dehydrogenase  2 methylbutnoyl CoA ,WP_005239548_1 or WP_005250612_1,ACOAD20,2.0 2mbcoa_c + o2_c --> 2.0 2mb2coa_c + 2.0 h2o_c
Acyl-CoA dehydrogenase (butanoyl-CoA),WP_005239548_1 or WP_005243899_1 or WP_005250612_1 or WP_005250947_1,ACOAD1,b2coa_c + h_c + nadh_c --> btcoa_c + nad_c
"2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase",WP_005239502_1 or WP_005240557_1,MECDPDH2,2mecdp_c + nadh_c --> h2mb4p_c + h2o_c + nad_c
Ethanolamine ammonia-lyase,WP_005239502_1 or ( WP_005239502_1 and WP_005239503_1 ) or ( WP_005239503_1 and WP_005252971_1 ),ETHAAL,etha_c --> acald_c + nh4_c
ETHAt6,WP_005239501_1,ETHAt6,etha_e + h_e --> etha_c + h_c
"Aldehyde dehydrogenase (acetaldehyde, NADP)",WP_005239499_1 or WP_025433420_1,ALDD2y,acald_c + h2o_c + nadp_c --> ac_c + 2.0 h_c + nadph_c
GLYALDDr,WP_005239499_1 or WP_005251153_1,GLYALDDr,glyald_c + h2o_c + nad_c --> glyc__R_c + 2.0 h_c + nadh_c
GLXO1,WP_005239499_1 or WP_005251153_1,GLXO1,glx_c + h2o_c + nad_c --> 2.0 h_c + nadh_c + oxa_c
Lactaldehyde dehydrogenase,WP_005239499_1 or WP_005250073_1 or WP_005250820_1 or WP_005251153_1 or WP_037182429_1,LCADi,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c
"Aldehyde dehydrogenase (acetaldehyde, NAD)",WP_005239499_1 or WP_005239950_1 or WP_005245403_1 or WP_005245755_1 or WP_005250047_1 or WP_005251153_1 or WP_005252419_1 or WP_037182429_1 or ( WP_005239950_1 and WP_005244585_1 ),ALDD2x,acald_c + h2o_c + nad_c --> ac_c + 2.0 h_c + nadh_c
"Aldehyde dehydrogenase (propanal, NADP)",WP_005239499_1,ALDD3y,h2o_c + nadp_c + ppal_c --> 2.0 h_c + nadph_c + ppa_c
Aminoacetaldehyde oxidation,WP_005239499_1,ALDD31,aacald_c + h2o_c + nad_c --> gly_c + 2.0 h_c + nadh_c
4-Aminobutyraldehyde:NAD+ oxidoreductase,WP_005239499_1,4ABUTD,4abutn_c + h2o_c + nadp_c --> 4abut_c + 2.0 h_c + nadph_c
6-phosphogluconate dehydratase,WP_005239484_1 or WP_025433211_1,EDD,6pgc_c --> 2ddg6p_c + h2o_c
Succinate dehydrogenase,WP_005239484_1 or WP_005240907_1 or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247561_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005247564_1 ) or ( WP_005239878_1 and WP_005239887_1 and WP_005239889_1 and WP_005256985_1 ),SUCD1,fad_c + succ_c <-- fadh2_c + fum_c
Succinate dehydrogenase cytochrome b,WP_005239484_1,SUCD3,fadh2_c + q_c --> fad_c + qh2_c
L-lactate dehydrogenase,WP_005239478_1,LDH_L,lac__L_c + nad_c <=> h_c + nadh_c + pyr_c
L LACD,WP_005239478_1,L_LACD,2.0 ficytc_c + lac__L_c --> 2.0 focytc_c + pyr_c
Alcohol dehydrogenase (methanol),WP_005239448_1 or WP_005242359_1,ALCD1,meoh_c + nad_c <=> fald_c + h_c + nadh_c
Alcohol dehydrogenase (glycerol),WP_005239439_1 or WP_005250184_1 or WP_005250820_1,ALCD19,glyald_c + h_c + nadh_c <=> glyc_c + nad_c
Alcohol dehydrogenase (ethanol),WP_005239439_1 or WP_005239448_1 or WP_005242122_1 or WP_005242373_1 or WP_005245235_1 or WP_005249807_1 or WP_005250184_1 or WP_005250820_1 or WP_005251155_1 or WP_025433904_1,ALCD2x,etoh_c + nad_c <=> acald_c + h_c + nadh_c
Alcohol dehydrogenase (propanol),WP_005239439_1 or WP_005239448_1,ALCD3,nad_c + ppoh_c <=> h_c + nadh_c + ppal_c
Alcohol dehydrogenase (butanol),WP_005239439_1 or WP_005239448_1,ALCD4,btoh_c + nad_c <=> btal_c + h_c + nadh_c
Glutamate racemase,WP_005239426_1,GLUR,glu__D_c <=> glu__L_c
Acetoin efflux  via ABC system,WP_005239421_1 and WP_005239423_1 and WP_005239455_1,ACTNabc1,actn__R_c + atp_c + h2o_c --> actn__R_e + adp_c + h_c + pi_c
Acetoin transport via ABC system,WP_005239421_1 and WP_005239423_1 and WP_005239455_1,ACTNabc,actn__R_e + atp_c + h2o_c --> actn__R_c + adp_c + h_c + pi_c
"Phosphatidate transport via ABC system (n-C12:0, periplasm)",WP_005239412_1 or WP_005248726_1,PA120abcpp,atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
"Phosphatidate transport via ABC system (n-C14:0, periplasm)",WP_005239412_1 or WP_005248726_1,PA140abcpp,atp_c + h2o_c + pa140_c --> adp_c + h_c + pa140_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)",WP_005239412_1 or WP_005248726_1,PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)",WP_005239412_1 or WP_005248726_1,PGP180abcpp,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",WP_005239412_1 or WP_005248726_1,PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)",WP_005239412_1 or WP_005248726_1,PGP160abcpp,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)",WP_005239412_1 or WP_005248726_1,PGP141abcpp,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)",WP_005239412_1 or WP_005248726_1,PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)",WP_005239412_1 or WP_005248726_1,PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)",WP_005239412_1 or WP_005248726_1,PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)",WP_005239412_1 or WP_005248726_1,PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)",WP_005239412_1 or WP_005248726_1,PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)",WP_005239412_1 or WP_005248726_1,PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)",WP_005239412_1 or WP_005248726_1,PG141abcpp,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)",WP_005239412_1 or WP_005248726_1,PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)",WP_005239412_1 or WP_005248726_1,PG120abcpp,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)",WP_005239412_1 or WP_005248726_1,PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)",WP_005239412_1 or WP_005248726_1,PE180abcpp,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)",WP_005239412_1 or WP_005248726_1,PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)",WP_005239412_1 or WP_005248726_1,PE140abcpp,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)",WP_005239412_1 or WP_005248726_1,PE120abcpp,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c
"Phosphatidate transport via ABC system (n-C18:1, periplasm)",WP_005239412_1 or WP_005248726_1,PA181abcpp,atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
"Phosphatidate transport via ABC system (n-C18:0, periplasm)",WP_005239412_1 or WP_005248726_1,PA180abcpp,atp_c + h2o_c + pa180_c --> adp_c + h_c + pa180_p + pi_c
"Phosphatidate transport via ABC system (n-C16:1, periplasm)",WP_005239412_1 or WP_005248726_1,PA161abcpp,atp_c + h2o_c + pa161_c --> adp_c + h_c + pa161_p + pi_c
"Phosphatidate transport via ABC system (n-C16:0, periplasm)",WP_005239412_1 or WP_005248726_1,PA160abcpp,atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
"Phosphatidate transport via ABC system (n-C14:1, periplasm)",WP_005239412_1 or WP_005248726_1,PA141abcpp,atp_c + h2o_c + pa141_c --> adp_c + h_c + pa141_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)",WP_005239412_1 or WP_005248726_1,PE141abcpp,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)",WP_005239412_1 or WP_005248726_1,PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c
MTI,WP_005239409_1 or WP_025432211_1,MTI,tre_c <=> malt_c
Glycolate oxidase,WP_005239374_1 or WP_005242149_1 or WP_005252792_1,GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c
Lactate dehydrogenase,WP_005239374_1,LACD,dhlplarg_c + mql8_c + 2.0 pyr_c <=> 2.0 lac__D_c + lplarg_c + mqn8_c
Glutamate Decarboxylase,WP_005239357_1,GLUDC,glu__L_c + h_c --> 4abut_c + co2_c
Protoheme transport via ABC system (periplasm),WP_005239346_1 or ( WP_005240999_1 and WP_005248719_1 ),PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
TREabc,WP_005239291_1 and WP_005239292_1 and WP_005239295_1,TREabc,atp_c + h2o_c + tre_e --> adp_c + h_c + pi_c + tre_c
GLCabc,WP_005239291_1 and WP_005239292_1 and WP_005239295_1,GLCabc,atp_c + glc__D_e + h2o_c --> adp_c + glc__D_c + h_c + pi_c
MALTHPabc,WP_005239291_1 and WP_005239292_1 and WP_005239295_1,MALTHPabc,atp_c + h2o_c + malthp_e --> adp_c + h_c + malthp_c + pi_c
Citrate lyase,WP_005239273_1 or WP_005250676_1 or WP_025432225_1 or WP_025432481_1,CITL,cit_c --> ac_c + oaa_c
Glucose-1-phosphate adenylyltransferase,WP_005239253_1,GLGC,atp_c + g1p_c + h_c --> adpglc_c + ppi_c
FOLD3,WP_005239236_1 or WP_005244970_1 or WP_025433075_1,FOLD3,2ahhmd_c + 4abz_c --> dhpt_c + ppi_c
Dihydropteroate synthase,WP_005239236_1 or WP_005244970_1 or WP_025433075_1,DHPS2,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c
Succinyl-diaminopimelate desuccinylase,WP_005239228_1 or WP_005243094_1,SDPDS,h2o_c + sl26da_c --> 26dap_LL_c + succ_c
Tetrahydrodipicolinate succinylase,WP_005239222_1 or WP_063624763_1,THDPS,h2o_c + succoa_c + thdp_c --> coa_c + sl2a6o_c
4-aminobutyrate transport in via proton symport (periplasm),WP_005239220_1 or WP_005251210_1,ABUTt2pp,4abut_p + h_p --> 4abut_c + h_c
1-pyrroline-5-carboxylate dehydrogenase,WP_005239196_1 or WP_037180311_1 or WP_143767524_1,P5CD,1pyr5c_c + 2.0 h2o_c + nad_c --> glu__L_c + h_c + nadh_c
Succinyldiaminopimelate transaminase,WP_005239188_1 or WP_005244204_1,SDPTA,akg_c + sl26da_c <=> glu__L_c + sl2a6o_c
Phenylalanine transaminase,WP_005239188_1 or WP_005240147_1 or WP_005250042_1 or WP_005250481_1 or WP_037181632_1,PHETA1,akg_c + phe__L_c <=> glu__L_c + phpyr_c
